,epoch,loss_train,mse_train,mse_dev,mse_test,mae_train,mae_dev,mae_test,mre_train,mre_dev,mre_test,pred_mean_train,pred_mean_dev,pred_mean_test,pred_std_train,pred_std_dev,pred_std_test
0,1,247.1731160481771,81749.54340404365,83691.82041329473,80075.69171614386,247.09655833413203,249.59488519720733,243.80249950242043,0.9846631303656094,0.9834760749258873,0.9864897297041286,1.0200831967393558,1.0200379737019538,1.0200822083950043,0.0014006923055124207,0.0014284162356342656,0.0014013713089336324
0,2,247.07906595865884,81700.01282866336,83641.79050362717,80026.8178781994,246.9968751191298,249.49500269787015,243.70250935047864,0.983559947011156,0.9820707846113212,0.9852768397315825,1.1201506694952648,1.1201119486689568,1.1201689184308052,0.0019870973027877868,0.002020810402500729,0.00196736352865108
0,3,246.96370442708334,81636.44467709443,83577.60363458244,79964.0997152966,246.868728435417,249.36663572560252,243.57397728854417,0.9821387970258485,0.9802497143017181,0.9837055937560518,1.2488074351350467,1.2487307246923447,1.2488260316252708,0.0024758529465567607,0.0025073169766812045,0.002463889865779423
0,4,246.80919392903647,81551.84893892212,83492.13451336013,79880.61797778765,246.6985421205759,249.19600771157442,243.40318824404477,0.9804109790346875,0.9779599916897534,0.9817511985043522,1.4198421324888866,1.4198160513043403,1.4199241302609444,0.004021572632358406,0.004094963889046606,0.0038930440943737822
0,5,246.59505716959634,81430.65737005085,83369.74582580778,79761.02846998828,246.45469254400334,248.95209112732113,243.1586049206853,0.9781100903119763,0.9751770009464932,0.9791898534962021,1.665168115913868,1.6651240366101265,1.6653035067915916,0.006546870503352403,0.006639956856521998,0.00635970674748683
0,6,246.30770874023438,81263.46731761475,83200.87566747467,79596.07028707424,246.11847204472622,248.61627871899307,242.82125032246114,0.9753992817996875,0.9721074255315556,0.9760507495325574,2.0042835610111553,2.004239259302616,2.0044630101919174,0.008326881787795136,0.008456923228043284,0.008046073538592083
0,7,245.92364501953125,81040.89040138733,82976.0745433531,79376.49007050115,245.67285476843517,248.17179901193083,242.37267454719543,0.9731819564099377,0.9696687791228195,0.9724912474565409,2.456548519452413,2.456460767507553,2.4567158250808716,0.010140222859654926,0.010291964014795419,0.009845670129163887
0,8,245.39578755696616,80734.77569873091,82666.84268571062,79074.49650983878,245.06110608363153,247.56405957113208,241.75521261179446,0.9712211556736938,0.968469266092314,0.9679953445652113,3.080037564992905,3.0799624227285385,3.0802393580675127,0.012184321802890958,0.012381933512152832,0.011768768422582574
0,9,244.6782989501953,80319.21129630343,82247.00801644323,78664.54390902419,244.22950362086297,246.73766870723665,240.91543256986142,0.9689559554703028,0.9672056070908818,0.9622013215910649,3.928894817272822,3.9288744431734086,3.929190950989723,0.015930999816687278,0.016224631412856547,0.015309471042874721
0,10,243.69854736328125,79764.32135447772,81686.47762004694,78117.15321823486,243.119042962869,245.63233938334884,239.79091499519348,0.9670189720396651,0.966104363068809,0.9547567238121922,5.066912524620692,5.066873520851135,5.067333933353424,0.0211974732946826,0.02160026643023736,0.020330238411799123
0,11,242.39527384440103,79014.50087367215,80928.90546176053,77377.43563189183,241.62096519533793,244.13584787510337,238.27026972818373,0.9664444082594801,0.9656603395663038,0.9460490421797765,6.612915506124496,6.613010502576828,6.613741249084472,0.031173688395651926,0.031674578898123334,0.029847652870921577
0,12,240.58684794108072,77967.53777408168,79871.19173238515,76344.78496852575,239.53459378075598,242.0445310084671,236.15155739974975,0.9689276079551625,0.967156752807499,0.9369056601902281,8.788719107151032,8.78867351102829,8.789868066310882,0.040885425759284215,0.0415767482959547,0.039032110875673126
0,13,238.0753173828125,76537.5496377519,78426.25169703481,74934.5600141032,236.68021364982923,239.1875610282272,233.25427141332625,0.975414810509844,0.9727957665066282,0.9275231012199894,11.792947433789571,11.79292780160904,11.794560923576356,0.05463641107448975,0.0555481774105033,0.05215553045235657
0,14,234.76886494954428,74598.3919943002,76466.29186481387,73022.58165569365,232.8130202837785,235.2947206284851,229.3310899348259,0.9896929013580634,0.9841046755517846,0.9202019354136975,15.92926716041565,15.929620789051055,15.931608099937439,0.07309930282950663,0.07416667942877679,0.06986421919503506
0,15,230.18391927083334,71920.51176572451,73759.23441387742,70383.17062758758,227.47604187273978,229.9291107981056,223.95052333021164,1.0172974249597933,1.0077443666115615,0.9193093182343465,21.76606106154124,21.766539729118346,21.769109184265137,0.09319406100058937,0.09470646388187783,0.0888617596406855
0,16,224.03326416015625,68348.80530572828,70147.38990388438,66864.3043949727,220.31214318664868,222.8344321281761,216.82830205011368,1.0631954302818036,1.0530500768102045,0.9306870823248825,29.79266026274363,29.793411247253417,29.796822541236878,0.1257399992893598,0.12784994615673895,0.11983296956889307
0,17,216.1066691080729,63621.60426567747,65364.68840533928,62210.11009740623,210.79536135586102,213.50320321772992,207.46944153356552,1.1394862996887822,1.1317908046353287,0.9627470078596458,40.893042868932085,40.89413063240051,40.898852684020994,0.16922346786471337,0.1722158482622739,0.16132054758062295
0,18,205.74492899576822,57546.297136187146,59213.65891013516,56235.03980786714,198.5657831660112,201.40393953441082,195.52739929914475,1.2633216269043097,1.2561600661954961,1.0278224014459412,56.09771125221253,56.09895805931091,56.105269906997684,0.22775750827507213,0.23203973390867277,0.21707499617264123
0,19,193.0639902750651,50058.564390410385,51623.02373235111,48883.20003541757,183.4910653220018,186.4995274154991,180.8570615019798,1.4569296965739331,1.4498955105605282,1.142511271315722,76.6805001525879,76.68283826446533,76.69092507553101,0.311503520149529,0.31731763929056805,0.2967086939872795
0,20,177.40478006998697,41437.3037101114,42865.28503953509,40442.42234088701,166.16990426802636,169.23480744479596,163.92528459310532,1.7480868503935314,1.739452283242387,1.3267713052884442,103.97137581380208,103.97568828582763,103.98605614852906,0.4230175272497125,0.43081606755124846,0.40273990309102103
0,21,159.73512268066406,32354.634532223507,33602.76088829446,31598.02647262615,147.89500736657777,151.16417519687116,146.1096949057579,2.1746893219548795,2.165116782322396,1.6120876238072779,139.9187226257324,139.92709856414794,139.94066314697267,0.5858409121739573,0.5956600553679609,0.5579954268171544
0,22,142.79541524251303,24544.944005696023,25565.51842929646,24092.236226615376,132.1727127117316,135.4874438202232,131.00874021673204,2.769344060007343,2.757311021282517,2.0277103164253267,185.57227257029214,185.585562210083,185.60382537078857,0.798436033885796,0.8095941598473535,0.7604338419506714
0,23,131.118408203125,20704.288964897532,21460.808994855215,20607.92605299673,124.55180052097639,127.20448607181012,124.01371966314316,3.5192203662533252,3.5004061427624635,2.5686303581177596,238.73449174753824,238.75474993896484,238.77770291900634,1.0533579256487031,1.0668835907641105,1.002633996507086
0,24,128.9566904703776,22016.702081582513,22541.066111834592,22237.83150873742,127.20278485274315,129.23891432498397,127.44662303686142,4.221929420450121,4.1969244862296735,3.08750960596345,285.74581021118166,285.77369012451175,285.8008461303711,1.2997942930504962,1.3150372421124132,1.2370566285160043
0,25,133.0129648844401,23471.912533235576,23917.615621154444,23801.955392532687,130.1232408463955,131.81920518802107,130.85582774877548,4.467855983443816,4.4403598741992045,3.2720198702903027,301.76193552652995,301.7925048828125,301.8214991455078,1.3999442554500479,1.4155995940207968,1.3320471916847796
0,26,134.6062978108724,22105.88552273076,22624.462633829302,22335.983031756063,127.3805267045498,129.39003001712263,127.66401265478135,4.238589468684907,4.213528594722987,3.1004372708419097,286.96139549763996,286.9899972229004,287.0179833679199,1.3461569067642747,1.3611761734357817,1.2803885771125891
0,27,129.94793192545572,20752.214204436412,21402.196741394368,20802.392456042497,124.69648809727033,127.01689702914655,124.33758641576767,3.8343915410264446,3.8127548454139544,2.8003201930804957,260.2918496068319,260.3177798233032,260.3433415222168,1.2386662881976853,1.252756045528278,1.1778741204689747
0,28,128.03123982747397,20757.180516524848,21527.15587035925,20643.974389587365,124.64416701928775,127.35326114200056,124.08517667150497,3.475426286851297,3.4573554626162983,2.537594902372933,236.0023443959554,236.02573403930663,236.04916357421874,1.1416351794122745,1.1551368120657741,1.0851010296450485
0,29,127.55971272786458,21398.208557528735,22246.853449869395,21178.454848785594,125.88009726627668,128.87973754428327,125.16303849554062,3.245688741968301,3.2300805416093104,2.3708325222056765,220.11536216227213,220.1370702896118,220.15933350372313,1.0851109729686395,1.0982356914342877,1.030787765035159
0,30,128.18321736653647,21808.90220022902,22690.091999997265,21545.359737269933,126.70039134891827,129.7364209854454,125.90161187505723,3.15167360806198,3.1367403043707225,2.303039101204674,213.55855127970378,213.579686378479,213.60176064300538,1.074577638241157,1.0877772056945887,1.0203227995077828
0,31,129.03140767415366,21720.516439571864,22595.483376567296,21465.74495134966,126.52409834456444,129.5541699936241,125.73897614049912,3.168472390878431,3.1534811164066445,2.315416486098522,214.8259067586263,214.84741458892822,214.87015434265138,1.1039074150424681,1.1178682701939726,1.0477978101375778
0,32,128.19125111897787,21295.69053166458,22135.84999592213,21088.726867613696,125.67509739851951,128.64663225100935,124.97892263555526,3.267428651219011,3.2517338364601422,2.3873725148111893,221.88195933024087,221.9044987335205,221.92865352630616,1.1667416154923216,1.18211829829898,1.1071536946551142
0,33,127.25877126057942,20860.723681524712,21651.13163496358,20722.243117508227,124.83595197208723,127.61629001925886,124.23388304662704,3.41140128952585,3.39418987120705,2.49230123722846,232.00316603597005,232.02602666473388,232.052236328125,1.2407115664169985,1.2581550583278729,1.1769427546800928
0,34,126.7863057454427,20625.016952045844,21363.775525586614,20558.260598728586,124.40285949619611,126.96122838138044,123.91303011846543,3.5628688902707424,3.5440204043595567,2.603354116907318,242.5384905573527,242.5619031829834,242.59050289154052,1.3258820744879636,1.3454471810223432,1.2570578243186057
0,35,126.83892313639323,20589.258088284394,21294.096764630878,20570.297081202538,124.35887545688946,126.78531770633161,123.92465592718125,3.663074639379892,3.643249524370915,2.677241132840793,249.49558915456137,249.51930944824218,249.54991829681396,1.3992455132865014,1.4209765754558465,1.325896691480377
0,36,127.41383361816406,20592.324573211878,21288.673809874206,20586.011249363277,124.3668887116909,126.76707320712507,123.94610358190536,3.687156188429226,3.6671989647705665,2.6954503969537216,251.27318397776287,251.2961686782837,251.32833291625977,1.4492633721440698,1.4729968681677286,1.3726180647653328
0,37,127.55694834391277,20578.80535969014,21289.13952480051,20553.846915440838,124.33343776106834,126.77407477115095,123.89202394628525,3.643351955164522,3.6237922335128725,2.663861211824851,248.45182325236001,248.4728289794922,248.5063274230957,1.4767816764839803,1.5026605258195385,1.3985312399040986
0,38,126.6597188313802,20605.09522219685,21343.859165015532,20541.726938259333,124.35859153151512,126.91452780459821,123.8705216422081,3.557191888032364,3.5385934551025993,2.6012341786311413,242.73101314036052,242.75014916992188,242.78475189208984,1.4918003836643838,1.5188502923227265,1.4133228189881117
0,39,127.3425521850586,20699.26322332518,21467.0703437834,20596.793503251203,124.5177077805996,127.2156129181236,123.97142423772812,3.4697729107947315,3.4522515285727184,2.5378014090775523,236.89038848368327,236.90732986450195,236.94315453338623,1.5063864172697328,1.535796879296782,1.4291898637454439
0,40,126.70884704589844,20792.155635944768,21578.40773390113,20665.28822948636,124.68778696099918,127.4495759537071,124.09982249212266,3.413746504626637,3.396843468532144,2.4974177195541034,233.18708565012614,233.2014941482544,233.23814131927492,1.5361939004269751,1.5685076390726034,1.4597678373281038
0,41,126.35984547932942,20813.736199237497,21604.5887236086,20681.747928123492,124.72461409926414,127.50405680392683,124.12783184576034,3.3985147726570624,3.3818554088941375,2.486864042021856,232.3043029454549,232.31483405303956,232.35434456634522,1.5854466643225207,1.6196420899414126,1.5088637550820816
0,42,126.99714914957683,20762.6401443628,21546.72543899356,20641.095477340332,124.6234625108242,127.37643622134625,124.04278270483017,3.416901326187186,3.400101919271758,2.5008211847006936,233.7626276245117,233.76860606384278,233.81314562988283,1.6510269376642073,1.6865256594006772,1.573753209424216
0,43,126.79774475097656,20682.003271325517,21452.700564928546,20579.929701561996,124.46864676324526,127.17647641299665,123.92218314886094,3.4544752288938394,3.437393665207318,2.5288386143972055,236.55786808013917,236.56047146606446,236.6086287460327,1.7282347150239372,1.765047876055861,1.6498432258536644
0,44,126.63326263427734,20626.369499787488,21386.504132236623,20540.349033503477,124.36494872196515,127.02227183078229,123.8399945807457,3.484957544264838,3.467644459478305,2.551631346769874,238.8457460784912,238.84585291290284,238.89616440582276,1.8026678550784088,1.8406717312095913,1.7225867483598187
0,45,126.46720886230469,20591.258875883228,21344.17906535031,20516.21287866807,124.2992760840257,126.91762193606795,123.79025381231308,3.5048587996950538,3.487409482015778,2.5667221712840544,240.42388712056479,240.42056718444823,240.4719932937622,1.8775688144253053,1.9162989014926195,1.7944064299132614
0,46,125.96473439534505,20577.147009272892,21328.150096378577,20505.31479445579,124.2706757396857,126.8782517349571,123.7668773779869,3.509465528296676,3.491866072070464,2.5705240153931177,240.91803495025636,240.91137648773193,240.96273236846923,1.935119610168066,1.9738423341377274,1.8496671843080024
0,47,126.1200434366862,20580.36996526376,21335.177845664486,20504.644104388237,124.26980087192854,126.89740776370466,123.76042902135849,3.4982227552594534,3.4806666161394557,2.562703048977199,240.31187478892008,240.30226000976563,240.3538968963623,1.9808665700511283,2.0202697526359814,1.8932350666131146
0,48,125.90025583902995,20604.215407943324,21368.261039098204,20517.51512145352,124.3041434012254,126.97932397769391,123.77991793584823,3.4718370399738974,3.4545285147585374,2.543685774636479,238.64979844411215,238.63724864196777,238.69003348541258,2.014156243548017,2.0558197845925186,1.9255194837713614
0,49,125.75167083740234,20641.21463107381,21416.28663791038,20541.533531750563,124.36433201766015,127.08853950808943,123.82177035284042,3.4412174467355428,3.4242545473376844,2.521580241392316,236.6789939066569,236.6649995880127,236.71740436553955,2.0435972642972517,2.0869919379034867,1.9526896017172481
0,50,126.13939412434895,20665.929846253683,21447.849127395977,20558.241070547694,124.40590765039126,127.15466054080427,123.84855132818223,3.4218478090459103,3.405126061813937,2.5077467307800068,235.4815426534017,235.46600686645507,235.51898641204835,2.0785213736361214,2.123947222662725,1.985699509259859
0,51,125.27587890625,20670.06797851809,21454.28847361888,20560.114835101882,124.41011913212141,127.16700206302106,123.84765714788436,3.414928808032408,3.3983316748500205,2.50306277343505,235.1480050354004,235.13088703918456,235.18504305267334,2.12116972761142,2.1685876564144357,2.02657457184654
0,52,126.01176198323567,20656.062215058915,21439.062173560065,20548.704531988275,124.38133033665021,127.13416405032575,123.82314325475693,3.4178944138760645,3.4013361559056348,2.505654610611635,235.50408037567138,235.48563858032227,235.54127043151854,2.171617339153054,2.2205688161210166,2.0749813778841495
0,53,126.34609731038411,20613.46590096193,21389.126492479052,20517.006534703196,124.30031274326642,127.02590872500836,123.76035822057725,3.438042021116981,3.4213548935355544,2.520872316057574,237.05707556915283,237.03736956787108,237.09477018737792,2.2354968975254583,2.285746881936084,2.1362120571647742
0,54,126.4144515991211,20605.889319874124,21381.438514284742,20510.577358602648,124.28321305251121,127.00793715976178,123.74488960790634,3.437636258603637,3.4210198291986686,2.5210158530879494,237.18059937286378,237.15937535858154,237.2183948059082,2.28669829242577,2.3382305844376154,2.1854684600996483
0,55,125.98264058430989,20627.29825073016,21408.764593086773,20524.86878385522,124.31905099145571,127.0662998611778,123.76842842626571,3.4201387251594277,3.403751037018535,2.5085510602746814,236.09736661275227,236.07473947906493,236.13490000915527,2.321523995251755,2.374124545257016,2.219140930823781
0,56,125.77189381917317,20638.902107506245,21424.14094440779,20532.41613632746,124.33685933089257,127.09711325381696,123.77783328771591,3.40847738463536,3.3922120682826304,2.500431399325847,235.44695017496744,235.42269981384277,235.48434269714355,2.3676611229381708,2.4215879499481767,2.263585595179966
0,57,125.82248179117839,20626.582260417497,21411.14995684513,20522.426803749466,124.31051973382633,127.06838376925886,123.75523850011825,3.4093264529397445,3.393027874824396,2.501604640455993,235.6985695877075,235.67203282928466,235.7355798339844,2.4330060262993625,2.488966894919116,2.326843923469039
0,58,125.22252655029297,20596.817764598676,21377.350485738203,20499.39633672732,124.25024787815411,126.99289491580427,123.7056082892418,3.41801218993502,3.4014928827783883,2.508675730829968,236.55152009328205,236.52103503417968,236.5872119369507,2.5293206270792314,2.5878089724135007,2.4222162596654293
0,59,125.09312438964844,20570.84272103467,21347.539848976492,20480.110409105753,124.19889693872133,126.92583060763776,123.66643175268173,3.426698340683391,3.4100340178250934,2.515744858702862,237.38102221171062,237.34658611297607,237.41373747253417,2.6051735027949396,2.667577460353051,2.4952940432712554
0,60,126.41642506917317,20542.264669416265,21315.38769716178,20458.334770270336,124.14242104760805,126.85102648471296,123.61952404546737,3.4366867045495724,3.4203136072460247,2.523915461056709,238.33570967610677,238.29804973602296,238.36908209991455,2.712209051411735,2.7751033925032287,2.5983877703750804
0,61,125.91884867350261,20554.63966388606,21333.910443343648,20464.110181963228,124.15734190789858,126.89349888919294,123.62269749975205,3.420188514046432,3.4042482046196785,2.5124359984021893,237.41270161692302,237.37199633789064,237.4467437286377,2.7853810722507713,2.8475991913260827,2.6685389201688032
0,62,125.75154876708984,20569.208308436755,21353.834275650366,20472.886115353274,124.17830167555809,126.93534665225447,123.63234119176865,3.4039844842011524,3.3882650992077363,2.501127159246611,236.49341527557374,236.4498327178955,236.52676986694337,2.8518084261527528,2.9156600837875164,2.7335000360501884
0,63,125.98872375488281,20605.916499220122,21399.943516842173,20498.490296210388,124.2392536307176,127.03038877414167,123.6727096838951,3.3767835968565656,3.361413660191473,2.481755701199698,234.80445177968343,234.75793714141847,234.8369586868286,2.9102540401218695,2.9757650396072326,2.7904571260490383
0,64,125.94999440511067,20682.860686112374,21491.777171349375,20557.018907029276,124.3780932252407,127.22167287753523,123.7771696600914,3.334495877724021,3.3196151284875217,2.451300564043157,232.04198994700113,231.99262842559816,232.07337117767335,2.954202035870224,3.021033764291505,2.833381630103608
