,epoch,train_loss,train_mse,test_mse,dev_mse,mean_error_train,mean_error_dev,mean_error_test,mean_pred_train,mean_pred_dev,mean_pred_test,std_pred_train,std_pred_dev,std_pred_test
0,1,253.02606201171875,84081.5424408236,64598.36073904949,82110.37230641377,252.8936667445302,246.6910105484724,215.92516579091549,1.5104742854088544,1.4569853687286376,7.951057952284813,0.5849991484730365,0.5423857274936688,2.813268329191948
0,2,252.8564910888672,83987.96062803887,64059.33674600223,82023.11121368984,252.7031323183328,246.50795823544263,214.74571868228912,1.7077717484533788,1.648135468661785,9.138453799009323,0.6679500828822664,0.6204093942997589,3.039528014077864
0,3,252.67233276367188,83886.74046304484,63497.42011314457,81928.28026178307,252.50036451362072,246.30973656713962,213.49615575003625,1.9207542026042939,1.8552035677433014,10.397134693145752,0.7521368946218315,0.7007528556439507,3.2605146351055136
0,4,252.48545837402344,83777.81490856218,62880.85001499519,81826.23622141939,252.28336244247853,246.0959231239557,212.113019559145,2.1500753420591354,2.078689452409744,11.792130593776703,0.8407709040706592,0.7858292213875282,3.5183382812277055
0,5,252.2431640625,83659.924815376,62176.339826635165,81715.35470872118,252.04836223080756,245.86296949833633,210.52673866724967,2.3984784162789583,2.3222383186221123,13.394171336174011,0.9367572522233605,0.8789550116673911,3.8471807535972653
0,6,252.00411987304688,83531.53198503402,61359.101113411365,81595.55437187673,251.79236113496125,245.61010069847106,208.6848187086582,2.6690080155432225,2.5872003620862962,15.261868270397187,1.0416365139240509,0.9805236542290441,4.264770180404588
0,7,251.74554443359375,83390.77261515777,60409.25649975757,81464.38371548278,251.5124902870506,245.33992186665535,206.532983887434,2.9656739193201065,2.8780972439050676,17.444379850387573,1.1566833650883834,1.0924643450242055,4.777048938396339
0,8,251.4282989501953,83235.95293341519,59301.12879862533,81320.83432247088,251.2057078089565,245.04365970551967,204.02210042881967,3.2923087280988694,3.1974343419075013,19.994819245815275,1.2836586919642357,1.2175424490717657,5.422163026404539
0,9,251.124755859375,83065.25295981545,57998.995712546886,81163.27480154783,250.86887182660402,244.71809102118016,201.09468317818641,3.652947901636362,3.548527489900589,22.98607245874405,1.4242503364084467,1.3568601514746685,6.233290756429805
0,10,250.78163146972656,82876.70035364733,56503.59753346882,80989.41081450474,250.4981965329498,244.35848044395448,197.75739005827904,4.052080407738686,3.936100851893425,26.43273235988617,1.5796043848382764,1.512237268723843,7.217373086889498
0,11,250.3511199951172,82667.6468405951,54797.309315006736,80797.51616011672,250.09048659972848,243.9618209773302,193.96105396294593,4.4950168743729595,4.3654010188579555,30.38939722108841,1.7498171617661142,1.6849049142646233,8.39839264531186
0,12,249.9384765625,82435.66588265233,52942.40235734658,80585.0575250084,249.63710033513607,243.52711581766604,189.7774296166897,4.987436833232641,4.841048985719681,34.77459257221222,1.9349583197471216,1.8736733941145267,9.733665765431782
0,13,249.5223846435547,82178.71070965978,50963.89099728525,80348.13329795214,249.13437755085528,243.04130682110787,185.257905097723,5.533549126237631,5.371856103539467,39.576200488090514,2.1350799820267636,2.0791613515874205,11.180806458053478
0,14,248.9949493408203,81894.25217854013,48832.22972303085,80084.66328140978,248.58140966765583,242.500259231925,180.33255572104454,6.138827985227108,5.96199738740921,44.88031103038788,2.352771631406971,2.302698013327208,12.801787617278645
0,15,248.49462890625,81579.9910212132,46560.58393682917,79792.95816669175,247.97363524757327,241.89940638840199,175.00439628767967,6.8084128534793855,6.616492027044297,50.697418257713316,2.5920055623226665,2.547276040025454,14.60899778208678
0,16,247.8417510986328,81233.9145880275,44178.40621894353,79470.89419378001,247.30238592259585,241.23379847109317,169.35700153326988,7.547321284711361,7.341079465150833,57.025142409324644,2.8541708161278687,2.8144698934639965,16.558383872328754
0,17,247.18807983398438,80854.16496309073,41696.4841682749,79116.54173720606,246.56899258933962,240.49847394883633,163.39981813693046,8.360561856031417,8.141371467113494,63.90776556968689,3.1424807353423216,3.108574081768797,18.63972778240444
0,18,246.357666015625,80437.24136375327,39121.851139024,78727.62150869267,245.7670075213164,239.69222585499287,157.0745205485821,9.256454230248927,9.023213804960251,71.40312224769592,3.460273910163517,3.431275219941408,20.845173126470243
0,19,245.6443634033203,79979.35283604526,36461.20402716854,78299.55483267624,244.88558278463782,238.81611298024654,150.36719729495047,10.244240425229073,9.99845589876175,79.59368074607849,3.809764078470541,3.7865680862752624,23.18092604754936
0,20,244.79315185546875,79475.78069743264,33701.46319485171,77828.20925019881,243.9192288722843,237.84482881247996,143.26836524271965,11.335516179203987,11.07913670539856,88.63632359695434,4.194523370624475,4.180575903509689,25.725188550740718
0,21,243.69757080078125,78920.95731519345,30827.99302301411,77309.65817026215,242.85233826242387,236.76684969365596,135.85226314997672,12.54433696627617,12.278394701480865,98.73394715118408,4.62186124816203,4.620398169152332,28.57695351114515
0,22,242.70530700683594,78309.17986235101,27858.182865877305,76738.6122052465,241.67612634323538,235.57847831904888,128.42982387804986,13.88524707853794,13.609066891670228,110.06615527153015,5.0981925556988985,5.110343843293767,31.86012645382241
0,23,241.48760986328125,77634.22057585331,24855.303862740886,76109.70078583011,240.370831778273,234.27002315223217,121.1484805495739,15.375432438254357,15.086606225967408,122.75379633331299,5.630253918141736,5.657464326632299,35.597398938959174
0,24,240.279052734375,76889.7501941149,21930.664578501553,75416.35147202708,238.92888176046313,232.81661630809307,114.14800418162346,17.031979109048844,16.72978672504425,136.84345167160035,6.221867771327285,6.2673879352675295,39.713169259472686
0,25,238.5814666748047,76067.97312679193,19192.559916623184,74651.51181220816,237.33689874254168,231.2120997041464,107.71086828303338,18.877131940126418,18.561015250682832,152.50587804412842,6.882990634438913,6.946460458259833,44.22144373342438
