,epoch,train_loss,train_mse,test_mse,dev_mse,mean_error_train,mean_error_dev,mean_error_test,mean_pred_train,mean_pred_dev,mean_pred_test,std_pred_train,std_pred_dev,std_pred_test
0,1,244.91339111328125,77809.1327023348,73441.66041806716,88559.49803119915,244.9055458734433,262.28041966706513,232.87010192014276,0.0418516864379247,0.0414536640048027,0.04511073343455792,0.009387926307211351,0.010191388740269485,0.013674248008844399
0,2,244.8988800048828,77801.15564111168,73433.2493045441,88551.33711676205,244.88871530368925,262.2641879312694,232.8515185829252,0.058682256191968915,0.057685399800539015,0.06369407065212726,0.01426528553406422,0.015402150741308303,0.021345377133811894
0,3,244.87893676757812,77791.56757884016,73423.12611622365,88541.53591561312,244.8681824584802,262.2444664232433,232.82910151556135,0.07921510140101115,0.07740690782666207,0.0861111380159855,0.021770198008696014,0.02273021052394217,0.03098087417226933
0,4,244.86289978027344,77779.93765323432,73410.83976774159,88529.37715247697,244.84344003088773,262.2202016822994,232.80170332454145,0.10395752899348736,0.10167164877057075,0.11350932903587818,0.030637339069802698,0.03171651869718093,0.0417938983307863
0,5,244.8343048095703,77766.35962815754,73396.54013488516,88515.41600143483,244.81465286997457,262.1921264823526,232.77010701410472,0.13274468990663688,0.1297468487173319,0.1451056394726038,0.039620853073503624,0.04115383073933435,0.05284585980615201
0,6,244.802978515625,77751.0820267394,73380.48329729015,88499.67140498078,244.7822676036507,262.16068284660577,232.73464179188014,0.1651299562305212,0.16119048446416856,0.18057086169719697,0.048658796788063556,0.05069844704706601,0.06413806892103956
0,7,244.7734375,77734.39625500955,73362.95505676384,88482.31266970234,244.7468628771603,262.12614620774985,232.69598167613148,0.20053468272089958,0.1957271233201027,0.21923097744584083,0.05837450093332816,0.060728254475096576,0.07686408635455422
0,8,244.738525390625,77716.40145956869,73343.67190127728,88463.48988303157,244.70864154671628,262.0886396177113,232.653680986166,0.23875601316491762,0.23323371335864068,0.2615316674113274,0.06929450250962084,0.07179933661140873,0.09175669416672398
0,9,244.70640563964844,77697.00139135178,73322.76201266568,88443.1648364134,244.6673282665511,262.04801503270863,232.60776261985302,0.2800692933301131,0.27385829836130143,0.307450033724308,0.08163420921127724,0.08426595736757016,0.10865812524020166
0,10,244.66038513183594,77676.083556237,73300.01317181137,88421.27976982275,244.62263649851084,262.00410218760373,232.5575916543603,0.32476106137037275,0.3177711434662342,0.3576209992170334,0.09556414788762674,0.0982501874589399,0.12838509227262898
