,epoch,train_loss,train_mse,test_mse,dev_mse,mean_error_train,mean_error_dev,mean_error_test,mean_rel_error_train,mean_rel_error_dev,mean_rel_error_test,mean_pred_train,mean_pred_dev,mean_pred_test,std_pred_train,std_pred_dev,std_pred_test
0,1,224.46316528320312,67750.47080590532,94775.8870627817,95632.1401933307,223.9985113521417,271.4144506394863,280.22256020307543,0.973877795789446,0.9833515715996299,0.9832777707566857,3.1122932930787406,2.8058349668979643,3.1523963093757628,0.9404066146172033,0.8190510053591072,0.6966754324578661
0,2,223.99851989746094,67513.987911214,94469.01082612923,95385.80526584052,223.48651628096897,270.982333368063,279.6902598619461,0.970003151109358,0.9808440088049591,0.9806760489894657,3.6242883642514547,3.2379522383213044,3.684696650505066,1.0968593679383862,0.9635558108685239,0.8495890231042885
0,3,223.48651123046875,67259.00248599108,94141.13104928988,95117.18505581605,222.9318629125754,270.51349650621415,279.1171298503876,0.9657910053696378,0.9781360326309448,0.9778583793587531,4.178941732645034,3.7067891001701354,4.257826662063598,1.2648168239199626,1.1188803360529618,1.005418431962667
0,4,222.931884765625,66981.38307977808,93790.51969174645,94831.76330406967,222.3252239068349,270.0135948419571,278.50227358341215,0.9611538577660185,0.9752608472318869,0.9748496996802481,4.7855807383855185,4.206690764427185,4.8726829290390015,1.4472186503697506,1.2828379321672159,1.1710575954465714
0,5,222.3252410888672,66679.68673018472,93416.68716164002,94522.83050290239,221.66320525010426,269.46758459806443,277.83847759962083,0.9560713606887986,0.9720857317311129,0.9715732662567259,5.44759939511617,4.752701008319855,5.536478912830352,1.646827766204819,1.467561799804064,1.348541754554307
0,6,221.66322326660156,66355.9132474022,93008.21931494014,94195.01295871634,220.94942050774893,268.8869015216827,277.1103209257126,0.9505850501732555,0.9686737247320986,0.9679369148889881,6.161384137471517,5.333384084701538,6.264635586738587,1.8653461987810673,1.654960670670867,1.5442867607414286
0,7,220.94943237304688,66003.43037002381,92561.29603756421,93839.13590638012,220.17139861981073,268.252010345459,276.3136375069618,0.9445709591654224,0.9649606594504464,0.9639743591326209,6.939406025409698,5.968275260925293,7.0613190054893495,2.100557529133282,1.845651160098685,1.757894161453542
0,8,220.17140197753906,65620.16958014379,92074.98836183977,93447.93023538879,219.3197166800499,267.5553471088409,275.4410808801651,0.9379401543092701,0.9609353159544124,0.9595840400358622,7.791087965170543,6.664938497543335,7.933875632286072,2.354913700574234,2.052593609914987,1.991586535564122
0,9,219.31973266601562,65209.884424960284,91560.29591229817,93018.51734743372,218.40418435732525,266.78658999204634,274.5114313364029,0.9307721868794556,0.9564924965794364,0.954816996125534,8.706620287895202,7.433695614337921,8.86352517604828,2.618549462303835,2.2805404579173736,2.2346502028868227
0,10,218.40419006347656,64770.360384092084,91002.61380798258,92552.53022195822,217.41724545955657,265.9478313922882,273.5009757518768,0.9228667701370896,0.9516301193972266,0.9496275985449563,9.69355918566386,8.272454214096069,9.87398076057434,2.8933574661145713,2.520406286561887,2.490829850081497
0,11,217.41726684570312,64295.15060149349,90401.68437716269,92045.03940107791,216.34456504980724,265.03356757164,272.4127611160278,0.9141626479962013,0.9463460389335232,0.9440465317114167,10.766239595413207,9.186718034744263,10.96219539642334,3.1833160912765313,2.78120710621866,2.7590489730688113
0,12,216.34457397460938,63777.21968136659,89745.7431669993,91493.44621818811,215.1707988580068,264.0346334695816,271.2203465223312,0.9046135419261936,0.9405656989646444,0.9379132938655277,11.940005787213643,10.185652136802673,12.154609990119933,3.4976165509396147,3.0683800253324733,3.048339910219095
0,13,215.17080688476562,63213.413490890074,89028.95368584097,90888.3075368927,213.8852085431417,262.9366863965988,269.9112251996994,0.8941288295570807,0.934229354204193,0.9311883404651159,13.225596102078756,11.28359920978546,13.46373131275177,3.8417979864887912,3.3833601605819816,3.3644421652120298
0,14,213.88522338867188,62596.38950801634,88245.23167749633,90227.56612944536,212.47705252965292,261.73141927719115,268.47543489933014,0.8840169270015251,0.9272444020229316,0.9238195359566925,14.642736077308655,12.488866329193115,14.899521613121033,4.222828610695842,3.727532858285302,3.7061586366743002
0,15,212.47706604003906,61920.431246141714,87385.91090062604,89505.46882328496,210.93943987687427,260.4042628288269,266.8910782575607,0.8752320811722865,0.9194785355988426,0.9156587040390802,16.20462703704834,13.816022777557373,16.483878254890442,4.643051503399713,4.101434646895479,4.078699871660889
0,16,210.93946838378906,61178.035037469905,86444.05596930049,88715.49289535929,209.24013902346294,258.9414808511734,265.1452828645706,0.8655082660695047,0.9108856535820358,0.9066793841359649,17.929984370867412,15.278804755210876,18.229673647880553,5.107884711616003,4.511471328813041,4.484755820200553
0,17,209.24014282226562,60362.40706343592,85410.99928726396,87843.70462470602,207.35776504675547,257.3131577014923,263.218337726593,0.8547218603561028,0.9012969977354557,0.8967766910678681,19.840893681844076,16.90712790489197,20.156618785858154,5.6261484463946,4.966862307916257,4.931724558798373
