,epoch,train_loss,train_mse,test_mse,dev_mse,mean_error_train,mean_error_dev,mean_error_test,mean_pred_train,mean_pred_dev,mean_pred_test,std_pred_train,std_pred_dev,std_pred_test
0,1,245.76707458496094,79435.54178185019,78496.06753906846,79229.92582747636,243.93554698010286,243.62019532084466,240.77035303640366,8.650343824068706,8.539823651313782,8.476392400741577,2.221224039752048,2.0273549400967434,2.189221313533533
0,2,243.70437622070312,78115.3266696364,77212.1647000411,77929.58657943846,241.36685569941997,241.0003737037182,238.1958623585701,11.374887841542561,11.2445099401474,11.177766839027404,2.7543202493080137,2.5192309757795694,2.732161764793759
0,3,241.09678649902344,76483.12937777949,75624.49484371726,76315.87798331419,238.16320154750346,237.7336827275753,235.00298710107802,14.791840094248453,14.648280109405517,14.558283576011657,3.4157893073082457,3.1402542567199334,3.3968347762694164
0,4,237.88999938964844,74532.27475950368,73732.47957302982,74396.74873903139,234.30133560041585,233.80752177596094,231.17396615552903,18.950067065556844,18.76717823982239,18.657512979507445,4.1870150328452835,3.8578792383969516,4.193669023631411
0,5,234.02696228027344,72239.43555115754,71503.91905550222,72140.12924939528,229.72411130575338,229.17249777579306,226.62853679800034,23.944890277862548,23.715906761169432,23.590971187591553,5.094105029598353,4.723109090900842,5.1387276158977215
0,6,229.4236602783203,69545.24109439574,68889.70574797854,69489.35164058016,224.3187670986255,223.75143675017358,221.25587429761887,29.954930565516154,29.669323278427125,29.515658544540404,6.160752204540154,5.746548809501317,6.250824437764096
0,7,223.80787658691406,66413.88332934877,65847.19151770262,66390.84827882955,217.9896641838153,217.40924702811242,214.97913201665878,37.14061660766602,36.81906494140625,36.61592545318604,7.3751211367504395,6.920711579957391,7.541130262418098
0,8,217.302001953125,62792.9242342469,62324.44759732645,62805.10904894044,210.619078704079,209.96042985510826,207.6748998579979,45.74005649820963,45.38690203475952,45.12828256607056,8.763368645935047,8.285196648284636,9.031858687957971
0,9,210.13710021972656,58636.480852391214,58268.45230766079,58667.51318640451,202.16387186102074,201.39387614035607,199.35684625005723,56.066657674153646,55.70242629241943,55.370242973327635,10.3721012910303,9.881441757486604,10.7854091012929
0,10,201.4192657470703,53918.07862300852,53661.006143523744,53949.93652566896,192.55661710027854,191.66637704825402,189.98610369634628,68.48986215718587,68.15478262329101,67.70722931671142,12.265303195024462,11.808666298729056,12.868060362888231
0,11,191.9264373779297,48684.37834595135,48568.87526416036,48730.0129297887,181.83732376786074,180.86666003012658,179.65339772558212,83.35731786855062,83.02544675445557,82.4287594909668,14.56085589912906,14.148631437750314,15.39775914148178
0,12,180.8212890625,43078.86780243492,43123.285342227726,43148.767324397595,170.33821139959494,169.62756458640098,168.41711124181748,100.9498954671224,100.60396189117432,99.81255241394042,17.37826211861526,16.99394515121218,18.471946328408222
