,epoch,train_loss,train_mse,test_mse,dev_mse,mean_error_train,mean_error_dev,mean_error_test,mean_rel_error_train,mean_rel_error_dev,mean_rel_error_test,mean_pred_train,mean_pred_dev,mean_pred_test,std_pred_train,std_pred_dev,std_pred_test
0,1,224.46316528320312,67750.4708082197,94775.88705600043,95632.14020441458,223.99851135611533,271.41445065140726,280.22256020307543,0.973877795802951,0.9833515716250758,0.9832777708065403,3.1122932891050974,2.8058349549770356,3.1523963093757628,0.9404066150190412,0.8190509939458479,0.6966754265474434
0,2,223.99851989746094,67513.98790895284,94469.01082940977,95385.80527669865,223.48651626904805,270.98233339190483,279.69025987386703,0.970003151012742,0.9808440089077827,0.9806760490737017,3.6242883761723834,3.2379522144794466,3.684696638584137,1.0968593793607635,0.9635557880568729,0.8495890197670107
0,3,223.48651123046875,67259.00250527044,94141.13104419298,95117.18503931226,222.9318629324436,270.51349647045134,279.11712983846667,0.965791005221258,0.9781360324166707,0.9778583793039137,4.17894171277682,3.7067891359329224,4.257826673984527,1.2648168151122192,1.118880339120813,1.0054184241731015
0,4,222.931884765625,66981.38308306178,93790.51972889395,94831.76333612169,222.3252239068349,270.0135948896408,278.5022736310959,0.9611538576501917,0.9752608473877308,0.9748496998013998,4.7855807383855185,4.206690716743469,4.872682881355286,1.4472186458792726,1.2828379144864646,1.171057600694853
0,5,222.3252410888672,66679.68673940716,93416.6871530475,94522.83051875843,221.66320528586706,269.46758460998535,277.8384775876999,0.9560713611793915,0.972085731792783,0.9715732662838619,5.447599359353384,4.752700996398926,5.536478924751282,1.6468277860775118,1.4675618068114786,1.3485417735379834
0,6,221.66322326660156,66355.91325489608,93008.21937430212,94195.01297055409,220.94942052364348,268.8869015455246,277.1103210568428,0.9505850502454085,0.9686737247000533,0.9679369155366366,6.161384121576945,5.3333840608596805,6.264635455608368,1.8653461911257283,1.6549606742058018,1.544286663898356
0,7,220.94943237304688,66003.43040565161,92561.29601819508,93839.13589640449,220.17139865557354,268.25201033353807,276.31363744735717,0.9445709581133284,0.96496065941723,0.9639743587647261,6.939405989646912,5.968275272846222,7.061319065093994,2.10055748751502,1.8456512342396159,1.7578941554565126
0,8,220.17140197753906,65620.1695580449,92074.98833416267,93447.93021847254,219.31971660455068,267.55534706115725,275.44108083248136,0.9379401530366703,0.960935314972235,0.9595840398773483,7.791088040669759,6.66493854522705,7.933875679969788,2.3549136992138604,2.0525936001905416,1.9915865994358666
0,9,219.31973266601562,65209.88440527842,91560.2958767524,93018.5173129266,218.40418432156244,266.7865899205208,274.51143126487733,0.9307721877230308,0.9564924966183079,0.9548169958249824,8.70662032365799,7.433695685863495,8.863525247573852,2.618549475881034,2.2805405108661936,2.234650182807895
0,10,218.40419006347656,64770.36040497724,91002.61390551785,92552.5302783157,217.41724549929302,265.9478314995766,273.5009759426117,0.9228667700484727,0.9516301205627238,0.9496275993232606,9.693559145927429,8.272454106807709,9.873980569839478,2.893357441102678,2.5204062259332862,2.490829703750241
