,epoch,train_loss,train_mse,test_mse,dev_mse,acc_train,acc_test,acc_dev,mean_pred_train,mean_pred_dev,mean_pred_test,std_pred_train,std_pred_dev,std_pred_test
0,31,103124152.0,103066056.0,11508260.0,975635.4,0.0016666666666666668,-0.005,-0.11,1.0837833,3.1828637,3.2181938,0.69461143,1.9444085,2.0779202
0,32,102975808.0,103018400.0,11525420.0,989873.75,0.0016666666666666668,-0.005,-0.12,1.1003871,3.227143,3.259035,0.7340753,2.0536354,2.1941915
0,33,102921360.0,102967940.0,11547021.0,1009050.9,0.0016666666666666668,-0.005,-0.13,1.1225052,3.2866561,3.315642,0.7777878,2.1745348,2.3228865
0,34,102910320.0,102914040.0,11569559.0,1026351.1,0.0016666666666666668,-0.005,-0.14,1.1407197,3.3331835,3.3593726,0.82131165,2.2946987,2.4520714
0,35,103123808.0,102852990.0,11568538.0,993344.25,0.0016666666666666668,-0.005,-0.12,1.0979899,3.1949823,3.218649,0.8268189,2.302898,2.4645128
0,36,102824224.0,102790536.0,11566180.0,950759.4,0.0016666666666666668,-0.005,-0.095,1.0432768,3.0201333,3.0427592,0.82107204,2.27714,2.4415102
0,37,102815392.0,102724024.0,11571273.0,917567.7,0.0016666666666666668,-0.005,-0.07,1.0013089,2.884312,2.9063907,0.81986576,2.2649605,2.4325953
0,38,102991800.0,102653550.0,11582563.0,892912.6,0.0016666666666666668,-0.005,-0.055,0.9701803,2.7804635,2.8031356,0.82584745,2.2729852,2.446788
0,39,102747736.0,102572500.0,11608692.0,893472.5,0.0016666666666666668,-0.01,-0.055,0.9718928,2.772921,2.7957382,0.86066866,2.364088,2.548605
0,40,102664008.0,102484820.0,11651800.0,919195.4,0.0016666666666666668,-0.01,-0.075,1.0045419,2.855443,2.8780184,0.9220171,2.5302744,2.7297637
0,41,102522712.0,102391440.0,11703334.0,953977.6,0.0016666666666666668,-0.01,-0.095,1.0449669,2.9598086,2.983417,0.9906321,2.7176437,2.9323177
0,42,102518808.0,102286370.0,11741094.0,960796.2,0.0016666666666666668,-0.015,-0.1,1.0534632,2.969005,2.995622,1.031582,2.8274512,3.0517356
0,43,102282144.0,102172240.0,11762892.0,940602.94,0.0016666666666666668,-0.015,-0.085,1.0333297,2.895084,2.92732,1.0472991,2.8705542,3.097111
0,44,102154000.0,102049790.0,11800520.0,943435.6,0.0033333333333333335,-0.015,-0.09,1.039986,2.8998384,2.9392197,1.0848705,2.9771888,3.2085967
0,45,102082808.0,101911920.0,11849544.0,957224.25,0.0033333333333333335,-0.02,-0.095,1.059622,2.9403412,2.988786,1.1332299,3.1152081,3.352066
0,46,101970872.0,101763470.0,11925343.0,997343.1,0.0033333333333333335,-0.02,-0.12,1.0997685,3.0372841,3.097301,1.2074977,3.3249688,3.5743096
0,47,101810712.0,101603490.0,11976456.0,1000410.9,0.0033333333333333335,-0.025,-0.125,1.1014208,3.0270755,3.0960593,1.2499311,3.4547348,3.6994095
0,48,101112960.0,101438610.0,12111825.0,1099104.2,0.0033333333333333335,-0.03,-0.185,1.1761574,3.219081,3.3013184,1.3772756,3.816393,4.0759034
0,49,101137352.0,101245080.0,12175393.0,1110349.8,0.0033333333333333335,-0.035,-0.195,1.1701224,3.1861944,3.279796,1.4305304,3.9776535,4.231845
0,50,101424032.0,101057820.0,12130020.0,1003038.94,0.005,-0.03,-0.125,1.0707113,2.90534,3.001998,1.3791227,3.8609715,4.082438
0,51,101064136.0,100846216.0,12226510.0,1048313.7,0.005,-0.035,-0.155,1.0697488,2.879543,2.9908297,1.4685972,4.1207013,4.35582
0,52,100483336.0,100667500.0,12573441.0,1352984.5,0.005,-0.05,-0.345,1.2231636,3.2530012,3.4016156,1.759939,4.92581,5.2282887
0,53,101246208.0,100408440.0,12476549.0,1196191.9,0.005,-0.045,-0.245,1.0974851,2.9111962,3.0554311,1.6835402,4.751483,5.0086145
0,54,100229272.0,100188296.0,12427967.0,1100154.9,0.005,-0.045,-0.185,1.007848,2.6834235,2.8198633,1.6402177,4.660763,4.886766
0,55,100030216.0,99916640.0,12610538.0,1230102.1,0.006666666666666667,-0.05,-0.265,1.0549767,2.7983003,2.9521496,1.7838039,5.079218,5.323563
0,56,100214360.0,99661890.0,12843171.0,1419917.9,0.006666666666666667,-0.06,-0.385,1.1233517,2.9693458,3.1455088,1.9558191,5.5709796,5.8540516
0,57,99084832.0,99381020.0,12991725.0,1522020.8,0.006666666666666667,-0.07,-0.45,1.1402141,3.023589,3.2035522,2.060391,5.8765,6.171016
0,58,99014248.0,99066320.0,12987881.0,1483530.4,0.006666666666666667,-0.07,-0.425,1.0780739,2.8898883,3.0523129,2.0713234,5.9026575,6.1988783
0,59,99522008.0,98745330.0,13113089.0,1570607.6,0.008333333333333333,-0.075,-0.48,1.0510373,2.8288805,2.982317,2.170151,6.17187,6.4994426
0,60,98832264.0,98412510.0,13466802.0,1883009.0,0.008333333333333333,-0.09,-0.675,1.1054422,2.9622378,3.1288383,2.4009356,6.8240285,7.2171345
0,61,98331208.0,98044520.0,13505312.0,1901501.2,0.008333333333333333,-0.09,-0.685,1.0632633,2.8922558,3.028902,2.4458973,6.9231486,7.34995
0,62,97866728.0,97678590.0,13626807.0,2011152.6,0.01,-0.095,-0.755,1.065736,2.9417853,3.0563085,2.5372806,7.150642,7.63288
0,63,97910072.0,97291020.0,13920520.0,2294445.2,0.01,-0.11,-0.93,1.1033945,3.0655684,3.173413,2.7167718,7.637077,8.210582
0,64,97161520.0,96898280.0,13903229.0,2296207.5,0.011666666666666669,-0.11,-0.935,1.0461193,2.9548223,3.0434937,2.747567,7.6443744,8.289984
0,65,97092792.0,96487730.0,14276333.0,2690371.5,0.011666666666666669,-0.125,-1.18,1.1103644,3.1495712,3.2476196,2.9588003,8.20956,8.984566
0,66,96131760.0,96051440.0,14212486.0,2674696.8,0.011666666666666669,-0.12,-1.17,1.0683107,3.0645983,3.178846,2.9813392,8.137286,9.003681
0,67,95536664.0,95670770.0,14892891.0,3347550.5,0.013333333333333334,-0.15,-1.59,1.1095765,3.1771898,3.2813854,3.3203123,9.094412,10.101203
0,68,96538048.0,95488810.0,13894132.0,2350507.2,0.013333333333333334,-0.11,-0.965,0.8472774,2.4446702,2.6375504,2.9467864,7.7160378,8.595926
0,69,95814240.0,94806420.0,14663738.0,3230784.8,0.015,-0.14,-1.515,1.0702358,3.0922394,3.2858524,3.3421881,8.803924,9.984075
0,70,94919872.0,94587400.0,15942483.0,4687494.5,0.015,-0.195,-2.425,1.268179,3.649622,3.822645,3.8785543,10.36632,11.894536
0,71,95644264.0,93989400.0,14734446.0,3453177.0,0.015,-0.145,-1.655,0.88085234,2.495999,2.7848225,3.5307703,8.95992,10.454728
0,72,93000336.0,93487640.0,14891758.0,3773655.0,0.016666666666666666,-0.15,-1.855,0.907872,2.5508504,2.9028127,3.6741617,9.17219,10.908568
0,73,93374680.0,93128400.0,15850813.0,5186504.5,0.016666666666666666,-0.195,-2.735,1.1870631,3.366843,3.7389352,4.103484,10.30771,12.564729
0,74,91950232.0,92569720.0,15496602.0,4872076.5,0.018333333333333333,-0.18,-2.54,1.103888,3.0771415,3.553703,4.066785,9.920013,12.238245
0,75,91865808.0,92127090.0,15372804.0,4653385.5,0.018333333333333333,-0.17,-2.405,0.93537617,2.5352917,3.0674598,4.1014585,9.815856,12.078689
0,76,92499272.0,91585610.0,16035895.0,5600372.5,0.02,-0.2,-2.995,1.0786254,2.952856,3.498618,4.4234233,10.597626,13.152256
0,77,89866760.0,91013220.0,16152922.0,5692416.0,0.02,-0.205,-3.05,1.0927398,2.9669569,3.5543487,4.5388064,10.743397,13.267478
0,78,91732600.0,90602856.0,15521911.0,4663781.0,0.021666666666666667,-0.18,-2.41,0.9299401,2.404946,3.0749466,4.367967,10.044127,12.142778
0,79,90155608.0,90019960.0,16738634.0,6896902.5,0.021666666666666667,-0.23,-3.805,1.2225636,3.2864394,3.9929726,4.921954,11.376462,14.466452
0,80,87868808.0,89260870.0,16259515.0,6268465.5,0.023333333333333338,-0.21,-3.41,1.0482978,2.680467,3.4963822,4.8594375,10.906092,13.926039
0,81,89071432.0,88715930.0,15842291.0,5650054.5,0.023333333333333338,-0.195,-3.025,0.9059149,2.1663918,3.0842588,4.7808385,10.465593,13.334572
0,82,88605184.0,88002740.0,16422877.0,7154987.0,0.025,-0.22,-3.965,1.2415276,3.1247494,4.1571655,5.1258698,11.093647,14.736652
0,83,87314080.0,87336180.0,16382589.0,7116909.5,0.02666666666666667,-0.215,-3.94,1.0732067,2.5618563,3.6579547,5.2063603,11.103179,14.823025
0,84,88171768.0,87110070.0,15482771.0,4597492.0,0.02666666666666667,-0.175,-2.37,0.71032876,1.4265655,2.4697256,4.7889476,10.069814,12.230393
0,85,87689008.0,85999590.0,16489641.0,7665811.0,0.028333333333333332,-0.22,-4.285,1.2391227,2.9370408,4.2182603,5.4160805,11.225202,15.247672
0,86,84442600.0,85370104.0,16829446.0,8503935.0,0.03,-0.235,-4.805,1.1691806,2.6718957,4.037529,5.6603637,11.611462,16.06612
0,87,87320416.0,85249330.0,15375823.0,4156111.0,0.03,-0.175,-2.095,0.6914092,1.2529304,2.3694885,4.9881654,9.947063,11.699407
0,88,88892320.0,84090260.0,15515654.0,4980350.5,0.03166666666666667,-0.18,-2.605,0.99780977,2.1014395,3.373472,5.2212477,10.1652565,12.594922
0,89,84477504.0,83847640.0,17693266.0,11797750.0,0.03166666666666667,-0.275,-6.86,1.4970694,3.44522,5.1964836,6.3073416,12.453991,18.550983
0,90,84447216.0,82304950.0,16471462.0,8767257.0,0.035,-0.22,-4.97,0.7912201,1.3076553,2.9783423,5.9968624,11.235773,16.460793
0,91,81239672.0,82308680.0,14762328.0,4242652.0,0.035,-0.145,-2.145,0.60152656,0.831176,2.1160924,5.296945,9.108258,11.767123
0,92,80861032.0,80426100.0,15561609.0,7678313.5,0.03666666666666667,-0.18,-4.29,1.367511,2.9689462,4.702111,5.930644,10.187882,15.116042
0,93,79029768.0,80527530.0,17107338.0,12628202.0,0.03666666666666667,-0.25,-7.38,1.5286704,3.3213766,5.404334,6.687836,11.8805895,19.08543
0,94,79966232.0,78909976.0,15076595.0,6570562.5,0.04,-0.16,-3.6,0.66054815,0.82860833,2.4539173,6.070838,9.516912,14.390777
0,95,78241720.0,77987200.0,14713375.0,6213088.0,0.041666666666666664,-0.145,-3.375,0.62825936,0.7159149,2.3276675,6.1283417,9.005385,13.99436
0,96,80070552.0,76964900.0,15319587.0,10415553.0,0.043333333333333335,-0.17,-6.0,1.2876713,2.5311806,4.6269546,6.696472,9.885652,17.473995
0,97,75997880.0,76041930.0,14826520.0,10438390.0,0.045,-0.15,-6.015,1.3960154,2.8123603,4.975477,6.7547603,9.222926,17.375128
0,98,76331768.0,75291900.0,13606138.0,6829750.0,0.045,-0.095,-3.76,0.8863459,1.3621765,3.182344,6.4430842,7.3925395,14.386957
0,99,75563688.0,73922490.0,13769905.0,8838072.0,0.048333333333333325,-0.1,-5.015,0.7313736,0.79090714,2.852849,6.84743,7.576795,16.303888
0,100,71772016.0,73443800.0,14580689.0,14170838.0,0.048333333333333325,-0.14,-8.34,1.2006187,2.0287192,4.5692635,7.532625,8.897275,20.174627
0,101,78002888.0,71895920.0,12747551.0,7365046.5,0.051666666666666666,-0.06,-4.095,1.135195,1.9408971,3.8988187,6.9105234,5.8271613,14.611754
0,102,69228720.0,70709970.0,12371537.0,6825744.5,0.05333333333333334,-0.04,-3.76,1.0521804,1.6596763,3.5769372,6.970442,4.945652,14.049673
0,103,69608312.0,69292560.0,12559361.0,10218541.0,0.055,-0.05,-5.875,0.9239351,1.1233091,3.4759595,7.5048795,5.311323,17.19963
0,104,72222056.0,67919580.0,12003500.0,8401629.0,0.056666666666666664,-0.025,-4.74,0.77327204,0.66997445,2.8834624,7.3014374,3.607023,15.538992
0,105,65110096.0,66431372.0,11959935.0,11034336.0,0.06,-0.025,-6.385,1.1630197,1.6907352,4.2464275,7.6645827,3.6704981,17.493649
0,106,68127488.0,64683548.0,11731164.0,10043493.0,0.06333333333333334,-0.015,-5.765,1.1074188,1.5050249,3.9851117,7.57497,2.7139559,16.500734
0,107,65407432.0,62845104.0,11900312.0,12126095.0,0.065,-0.02,-7.065,0.8945733,0.7552874,3.4444158,7.970869,3.1397095,18.177027
0,108,61046860.0,60957500.0,11891967.0,12761618.0,0.06833333333333333,-0.02,-7.46,1.0365882,1.115239,3.869378,8.182785,3.2374897,18.506731
0,109,64400580.0,59155330.0,11685469.0,9967437.0,0.07166666666666667,-0.01,-5.72,1.0326167,1.2167165,3.6242633,7.8756175,2.4287117,16.024841
0,110,60942944.0,56889030.0,12270765.0,16291661.0,0.075,-0.035,-9.665,1.113618,1.2027398,4.212373,8.800162,4.480139,20.74256
0,111,62676152.0,56217780.0,11691412.0,6634159.5,0.07666666666666666,-0.01,-3.64,0.6140743,0.15775725,1.9941516,7.5019693,1.8184546,12.63303
0,112,59511160.0,53259644.0,11622510.0,8947332.0,0.08166666666666667,-0.01,-5.085,1.3459755,2.2320817,4.34988,7.9321647,2.316343,14.505506
0,113,52117640.0,51814130.0,13711697.0,23773008.0,0.08333333333333333,-0.1,-14.335,1.2084634,1.2794498,4.593847,9.848431,7.4688134,24.831533
0,114,51945648.0,49184584.0,12024735.0,9675266.0,0.08833333333333333,-0.025,-5.535,0.26109275,-0.9913617,1.0224851,8.237602,2.3686063,15.264439
0,115,49511188.0,46880970.0,11647174.0,8881462.0,0.09166666666666667,-0.01,-5.04,1.4806911,2.66272,4.6240067,8.211453,2.388205,14.115449
0,116,50501616.0,43469864.0,12556227.0,17747408.0,0.09666666666666665,-0.05,-10.575,1.694108,2.9657989,5.6450477,9.67832,5.255628,20.674837
0,117,40395528.0,41053468.0,13010582.0,18018676.0,0.1,-0.07,-10.74,0.31732327,-1.1218313,1.4246054,9.961398,5.362272,21.217934
0,118,39178160.0,38386468.0,12215652.0,13073106.0,0.105,-0.035,-7.655,0.3635849,-0.8328391,1.3299221,9.4802,3.3116937,17.770668
0,119,36333524.0,35399650.0,12530744.0,18262114.0,0.11,-0.05,-10.895,1.8681885,3.5144453,6.0609355,10.179592,5.060493,20.643068
0,120,34707144.0,32207186.0,12272582.0,17261760.0,0.115,-0.035,-10.27,1.5637299,2.6529691,5.061783,10.196548,4.533447,20.10132
0,121,24457662.0,29143374.0,12917883.0,19602178.0,0.12,-0.065,-11.73,0.47368857,-0.588355,1.79879,10.579094,5.374388,21.77763
0,122,30418360.0,26154804.0,12707916.0,18458732.0,0.125,-0.055,-11.015,0.37463787,-0.81650853,1.4314549,10.524721,4.742664,21.039297
0,123,25926676.0,22997590.0,12694212.0,21431560.0,0.13,-0.055,-12.87,1.5147281,2.5330434,4.947522,10.940987,5.589042,22.445398
0,124,22444088.0,20300306.0,12237289.0,18838446.0,0.13333333333333333,-0.035,-11.255,1.6145647,2.8994389,5.1336937,10.860601,4.45304,20.880728
0,125,19995578.0,17244642.0,12561725.0,20216374.0,0.13833333333333334,-0.05,-12.115,0.7265276,0.2387997,2.4123998,11.419594,4.9688067,21.985458
0,126,17417868.0,14439857.0,12768566.0,20441864.0,0.14333333333333334,-0.06,-12.255,0.33855966,-0.90597415,1.1644012,11.861535,4.9028225,22.124392
0,127,14449708.0,11538032.0,12584640.0,21843756.0,0.14833333333333334,-0.05,-13.13,1.2207507,1.6922265,3.8033586,12.433285,5.346902,22.76928
0,128,10540027.0,9578152.0,11869866.0,16197517.0,0.15166666666666667,-0.02,-9.605,1.4597768,2.5178988,4.3374767,12.359327,3.2985651,19.317436
0,129,8981465.0,7586070.0,14089711.0,29471076.0,0.155,-0.115,-17.89,1.1574032,1.4059161,3.5787725,14.059937,8.032838,26.637321
0,130,5363171.5,7180176.0,12100308.0,12068522.0,0.155,-0.03,-7.03,0.1920459,-1.1458678,0.20215435,12.931013,2.3760157,16.60104
0,131,7356799.0,4007125.0,12817408.0,26670206.0,0.16,-0.06,-16.14,1.3690516,2.0733688,4.092176,14.794657,5.8308516,25.205128
0,132,6167434.0,4943138.5,16904856.0,42383000.0,0.15833333333333333,-0.24,-25.945,1.9428477,3.704819,5.966777,16.185286,11.514507,31.861828
0,133,5235972.5,6128411.0,11910207.0,5962544.5,0.15666666666666668,-0.02,-3.22,0.26300886,-0.8254441,-0.011337232,13.251167,1.9883838,11.009333
0,134,6381366.0,4903419.5,11659292.0,5275754.0,0.15833333333333333,-0.01,-2.79,0.65944326,0.31283805,1.0946746,13.661274,1.8776224,10.299138
0,135,3726744.0,1485036.9,11758598.0,22277988.0,0.165,-0.015,-13.4,1.9379727,3.7130914,5.512087,16.254267,2.6509292,22.686342
0,136,1570757.5,3347402.2,17602142.0,51371116.0,0.16166666666666665,-0.27,-31.55,1.6199539,2.8785295,4.9332633,18.167208,12.361519,35.325203
0,137,4781934.5,1590880.5,12291249.0,19036790.0,0.16333333333333333,-0.04,-11.38,-0.08523867,-2.2690136,-0.79868424,16.547457,1.844993,21.112099
0,138,2981593.0,1489085.1,11606328.0,9619599.0,0.165,-0.01,-5.5,0.75326145,0.34464785,1.3950522,15.807801,1.60611,14.661732
0,139,1742347.25,1674332.0,11709005.0,9611976.0,0.16333333333333333,-0.01,-5.495,2.1024652,4.3184404,5.4298077,16.021666,1.8953494,14.08475
0,140,1533545.875,1190037.9,11502582.0,9734199.0,0.165,-0.005,-5.575,1.5837237,2.7378123,3.836935,16.394978,1.6739503,14.558641
0,141,1373263.875,1226637.0,11843608.0,13494392.0,0.165,-0.02,-7.92,0.37316602,-0.95200485,0.2702251,17.157501,1.4437312,17.632336
0,142,1434161.125,1625560.8,11852215.0,20303260.0,0.16333333333333333,-0.02,-12.17,0.42243555,-0.93525183,0.6088942,18.010859,1.5530119,21.953108
0,143,1502432.75,1832334.5,11508535.0,23135268.0,0.16333333333333333,-0.005,-13.935,1.5409063,2.3193324,4.069449,18.336544,1.8229843,23.375698
0,144,1442106.5,1844740.2,11535794.0,20693162.0,0.16333333333333333,-0.005,-12.41,1.7598431,2.9779215,4.6446743,18.265371,1.7829273,21.957678
0,145,3500245.0,1082322.5,11504585.0,4607604.5,0.165,-0.005,-2.375,0.94653106,0.82622933,1.5443633,16.422516,1.2082523,9.600378
0,146,1244048.0,2955541.0,11657971.0,1104390.5,0.16166666666666665,-0.01,-0.19,0.489162,-0.3043551,-0.19227128,14.643309,1.0485073,1.8602686
0,147,6401170.0,1112547.5,11465326.0,3691813.5,0.165,0.0,-1.805,1.1315497,1.381049,2.034034,16.308243,1.1813902,8.325458
0,148,1625252.125,1891850.2,11521286.0,20428498.0,0.16333333333333333,-0.005,-12.245,1.6660354,2.6841173,4.3362813,18.363827,1.6219858,21.85802
0,149,1438328.5,5134867.0,13163089.0,55294850.0,0.15833333333333333,-0.075,-34.0,1.503803,2.2543683,4.5856533,20.212536,6.498374,36.71455
0,150,2029855.75,8500793.0,21207718.0,77151640.0,0.15333333333333332,-0.43,-47.635,0.93791556,1.0340604,2.9325552,21.107267,15.438532,43.61571
0,151,8940841.0,1906077.5,11878202.0,16333587.0,0.16333333333333333,-0.02,-9.69,0.40102386,-1.0074093,0.33977994,18.311405,1.2420605,19.54482
0,152,1523756.0,2791840.0,11500997.0,1035446.3,0.16166666666666665,-0.005,-0.145,1.1484834,1.6758847,1.7536763,14.68119,1.3533767,1.7164382
0,153,2174576.5,8072678.5,11632169.0,1285945.6,0.15333333333333332,-0.01,-0.3,1.7869844,3.8375235,3.9127195,12.531816,1.5118266,1.8085647
0,154,8309065.5,2865286.5,11470314.0,1050226.4,0.16166666666666665,0.0,-0.155,1.4134235,2.4626436,2.5705535,14.643511,1.2812179,1.5810428
0,155,3417751.5,1231205.9,11598177.0,7751222.0,0.165,-0.005,-4.335,0.69555974,-0.03214106,0.9260192,17.615072,1.0067664,13.023847
0,156,2648062.0,2393185.8,11750766.0,24408190.0,0.16333333333333333,-0.015,-14.73,0.51181763,-0.7322739,1.0071906,18.775124,1.294251,24.191618
0,157,4190331.25,2157638.0,11488383.0,28170156.0,0.16333333333333333,-0.005,-17.075,1.1473824,1.1469574,3.0893328,18.683254,1.6019149,26.012016
0,158,2944048.75,1404759.0,11458894.0,19203450.0,0.165,0.0,-11.48,1.6480958,2.7315845,4.4065294,17.791765,1.5868305,21.143635
0,159,1269122.875,1030228.2,11415023.0,11825002.0,0.165,0.0,-6.88,1.413388,2.1334875,3.47052,16.971212,1.3474652,16.375696
0,160,1130812.375,1125842.5,11498235.0,7230631.5,0.165,-0.005,-4.01,0.83113796,0.4876739,1.5105139,16.315704,1.0499207,12.579607
0,161,1204088.5,1441941.8,11561508.0,4958578.0,0.165,-0.005,-2.595,0.6720246,0.07055767,0.90490854,15.8363085,0.93246543,10.080585
0,162,2198893.25,1218299.1,11456493.0,7470818.0,0.165,0.0,-4.16,1.0402799,1.1285615,2.1841772,16.065058,1.0031857,12.783865
0,163,1795671.5,1039426.0,11463387.0,16015479.0,0.165,0.0,-9.495,1.4999942,2.4039762,3.946296,16.740149,1.2187389,19.236217
0,164,1156608.375,1090085.1,11499949.0,26255142.0,0.165,-0.005,-15.88,1.4722028,2.254567,4.1767507,17.307491,1.3996263,24.978483
0,165,1145639.125,1247364.1,11619310.0,35771404.0,0.165,-0.01,-21.82,1.0456157,0.9559242,3.1104825,17.731884,1.7817373,29.43012
0,166,2491974.0,1150510.9,11714465.0,31970790.0,0.165,-0.01,-19.45,0.6965374,-0.03971816,1.9779024,17.420704,1.5045943,27.817192
0,167,1246238.125,1014596.56,11621930.0,26035340.0,0.165,-0.01,-15.745,0.82722473,0.40410542,2.2453942,16.961948,1.2920874,25.003433
0,168,1124721.75,1057913.1,11508003.0,19967762.0,0.165,-0.005,-11.96,1.2131075,1.6070842,3.2589743,16.44715,1.2287068,21.70155
0,169,1262534.125,1187444.9,11499602.0,18411110.0,0.165,-0.005,-10.985,1.4771641,2.413212,4.0227566,16.232533,1.247013,20.70508
0,170,1254611.0,1189721.8,11477836.0,17896194.0,0.165,0.0,-10.665,1.2723755,1.8213739,3.4011402,16.13527,1.1515328,20.467785
0,171,1353597.875,1479839.6,11534877.0,13498437.0,0.165,-0.005,-7.92,0.82928973,0.5582267,1.9182843,15.730526,0.9617801,17.706114
0,172,1106859.25,1713764.1,11556081.0,11600466.0,0.16333333333333333,-0.005,-6.74,0.721273,0.2648664,1.5268722,15.499497,0.8939899,16.33438
0,173,1872176.625,1415813.4,11462048.0,15402528.0,0.165,0.0,-9.11,1.0279822,1.1376157,2.6167157,15.770902,1.0129771,18.97725
0,174,1163239.625,1173438.8,11447679.0,21967990.0,0.165,0.0,-13.205,1.367146,2.093904,3.860863,16.184542,1.2690939,22.785444
0,175,2521632.0,1066389.2,11744467.0,39570180.0,0.165,-0.015,-24.19,1.4057616,2.1924305,4.3895917,17.135511,2.9130332,30.909883
0,176,1193935.625,1779637.6,15307110.0,55437160.0,0.16333333333333333,-0.17,-34.09,1.172001,1.9227659,3.8568683,17.858667,9.753295,36.80698
