,epoch,train_loss,train_mse,test_mse,dev_mse,mean_error_train,mean_error_dev,mean_error_test,mean_rel_error_train,mean_rel_error_dev,mean_rel_error_test,mean_pred_train,mean_pred_dev,mean_pred_test,std_pred_train,std_pred_dev,std_pred_test
0,1,245.8299357096354,80810.9372779645,79331.0115655243,81104.78193061304,245.0936533330381,245.7457034266293,241.99009149739146,0.9640588377570587,0.9642054016215743,0.9616033522721757,3.9239376295606294,3.857144456744194,3.915545737683773,1.1807308967028622,1.1863501483950891,1.2016991117545943
0,2,244.2928212483724,79848.23959062931,78381.88565895426,80164.99826880104,243.21134205419818,243.90077185800672,240.12834428182245,0.9522445099128557,0.9511434575949488,0.9501995077020073,5.816350692391396,5.709191208958626,5.790890907526016,1.7693255348579588,1.772544561814812,1.7944511232956175
0,3,242.22136942545572,78588.91574057638,77136.22044239465,78930.28619721494,240.72877401096622,241.45821516028047,237.66435173645615,0.9387092330667007,0.9353071632153441,0.9374367255509107,8.319940915028255,8.166257476568221,8.281158996105194,2.4846150468523414,2.4858211034433095,2.5148197276025166
0,4,239.55722045898438,76953.7187241738,75520.90849066741,77324.6778354414,237.47187478402256,238.24678427818418,234.43387322452665,0.9238446004067424,0.9165516789650214,0.9235619399551745,11.619479487697284,11.410301995396614,11.562186876893044,3.377261396226613,3.38160125531692,3.4170442342893836
0,5,235.92217508951822,74792.22768651646,73386.09993009198,75202.5984375334,233.12755542090534,233.96061457148195,230.112567563802,0.9086790586983778,0.8951692654788603,0.9079301731714028,16.055641832788787,15.771497326374053,15.971563837885856,4.5900602346431025,4.594799889680096,4.641111838618202
0,6,231.09405008951822,71901.14381167621,70531.73720466488,72366.06582466078,227.2577481226822,228.20115635886788,224.26706683912874,0.8943489758824376,0.8750430933411637,0.8920419638997362,22.123362254142762,21.73504623866081,22.00210282635689,6.2763755298573765,6.278556213889977,6.340932318325225
0,7,224.47914123535156,68066.46200879637,66745.19665286511,68602.8928546777,219.38968169561028,220.39862014570832,216.4361694611609,0.8848501357609031,0.8529717054219887,0.8825531711770561,30.442014015992484,29.911659724235534,30.274838591814042,8.599491469382103,8.59681313875486,8.686554604237255
0,8,215.81867472330728,63047.23335337755,61786.611040685755,63673.01541603673,208.9885027014315,210.01152821341157,206.01087925377487,0.8871017105180604,0.8361172074295009,0.8821518195598669,41.86298848930995,41.13852056694031,41.63984064602852,11.825869419700393,11.815473591407985,11.949411911373218
0,9,204.47042846679688,56676.573046658894,55493.32909424042,57406.257324027065,195.70574280562997,196.74959929648043,192.71907377925515,0.9122903032140605,0.8360816221145189,0.9040011632051879,57.392485227266945,56.40125372219086,57.09499860525131,16.208198952120213,16.190027504820286,16.37832311652771
0,10,190.22876993815103,48943.76091118386,47857.127515723085,49783.056877906885,179.59655757187804,180.89305784121154,176.51895156350733,0.9768756905401202,0.8704584272056073,0.9623731666902337,78.25792022132873,76.91514548110962,77.86625316143036,22.048798875893496,22.024402368776236,22.282190009724964
0,11,173.16069539388022,40189.451153892915,39218.255161324945,41126.06231925006,161.304546775649,163.27793156805635,158.2655897871554,1.101077212627027,0.9571629787115458,1.0802249257950922,105.77726644134522,103.97594847011567,105.27308370685577,29.61207073852351,29.585737245668383,29.933284993327984
0,12,154.5456288655599,31268.51032833297,30432.74371125817,32257.0399960863,142.76745889646807,145.18004559221865,140.1519484001696,1.3112016167715466,1.112221824423463,1.2846127077864127,141.43378174209596,139.0453714351654,140.7875035686493,39.24500634366158,39.227174475195525,39.68143137000395
0,13,136.99669392903647,23916.054938759386,23229.77766776952,24852.520940498765,127.90063539551696,130.50777964296938,126.00413005223871,1.6308960582935346,1.3621987354352367,1.6009201931013692,186.29489825248717,183.17970719337464,185.4745272541046,51.235511998006864,51.229282010203725,51.81356794831031
0,14,125.55926005045573,20785.54259685226,20241.711897855526,21502.15433992064,122.52721489698688,124.76566830149292,121.06834199491144,2.0557556593342143,1.7051143393454977,2.021342714263931,238.15503394063313,234.1912964820862,237.11917442321777,65.11931776057072,65.11849878503457,65.85948642071203
0,15,124.50484212239583,22453.667542108604,21990.933466998034,22865.59628463309,127.0005888339579,128.32010133829712,125.76556299558283,2.420506727058735,2.0067864430813676,2.3807267645879064,280.21661461639405,275.54928399276736,278.9851191253662,76.53707879803751,76.52081432971045,77.4022647974368
0,16,129.4621785481771,23155.98117139257,22702.387598129062,23496.489897658106,128.64007843890786,129.7009643715918,127.47237060895563,2.472841473184672,2.0542413786373177,2.4321006159287513,288.36922041447957,283.5648985519409,287.1028405036926,78.81704648455742,78.78392097038157,79.71279344862702
0,17,129.3293202718099,21605.69143236529,21118.256715080697,22099.47404099926,124.86360157886148,126.5165250634253,123.57505370298028,2.285854800673698,1.9044090068843373,2.247077613349012,270.7052813580831,266.18506678771973,269.5105550003052,74.1229660847057,74.07063983253065,74.96774563722491
0,18,125.28973642985027,20599.390487713463,20057.97673880323,21278.0594453822,122.079518518279,124.24269025507569,120.68270205655693,2.0401357655715127,1.7063362816545653,2.0045087017311904,245.3754545358022,241.26276345825195,244.28053661346436,67.4229935313482,67.34875171737302,68.18882530063638
0,19,122.89532470703125,20812.044700489736,20219.163022845984,21614.15482240667,121.98398232252399,124.44180428400635,120.46219623151421,1.8431729115704183,1.5490572623269925,1.8099783614709357,224.30768170166016,220.53081310272216,223.28551354599,61.87146987485496,61.779344605152446,62.571861321554344
0,20,122.34241231282552,21394.53276947368,20766.730814150782,22259.631991143167,122.8611494736572,125.33504097643494,121.154937394768,1.7201245724107688,1.451977275836027,1.6878859219476452,211.4656454442342,207.8916398601532,210.48226729393005,58.56461375072117,58.45431163855509,59.22423273714752
0,21,123.53532409667969,21664.749319834238,21022.797324682586,22553.219976086486,123.25535745667418,125.73722753611207,121.48998674741388,1.6632408078663523,1.4089761852180471,1.6313260546045003,206.80372099367779,203.29451261520387,205.82576605224608,57.51494264998347,57.38669958574197,58.16228024483028
0,22,123.91166178385417,21446.344477009618,20808.935040030923,22329.464703840375,122.7755095728139,125.26906265345215,121.03079025235772,1.660077190054475,1.4100973562010828,1.6280609843904104,209.23668914858501,205.6722924118042,208.23354693984984,58.421844285085605,58.27432789935817,59.0815437547832
