,epoch,train_loss,train_mse,test_mse,dev_mse,acc_train,acc_test,acc_dev,mean_pred_train,mean_pred_dev,mean_pred_test,std_pred_train,std_pred_dev,std_pred_test
0,179,50532.8828125,45130.08,89482.75,216467.28,1.65,0.45,0.15,4.8457975,7.5613394,8.047665,4.5818553,5.4024844,5.6768093
0,180,43816.533203125,44910.855,89412.34,216480.55,1.6666666666666667,0.45,0.15,4.881406,7.612573,8.107076,4.61203,5.4344096,5.716843
0,181,44308.619140625,44600.957,89152.55,216264.97,1.6666666666666667,0.5,0.15,5.086598,7.9145536,8.46167,4.675646,5.4967337,5.8123846
0,182,49730.173828125,44415.81,88912.26,216080.2,1.6666666666666667,0.5,0.15,5.470072,8.4812565,9.129308,4.776704,5.594441,5.969338
0,183,44781.642578125,44381.91,88871.78,216201.7,1.6666666666666667,0.5,0.15,5.7072315,8.83209,9.538547,4.846514,5.665021,6.0728655
0,184,44369.326171875,44110.36,88757.3,216283.92,1.6833333333333333,0.5,0.15,5.5901704,8.658699,9.323113,4.8395486,5.6629877,6.04864
0,185,41303.6611328125,43842.086,88686.055,216431.3,1.7,0.5,0.15,5.3945103,8.371002,8.971975,4.8173633,5.6469054,5.9983015
0,186,42072.0556640625,43664.242,88700.95,216763.97,1.7,0.5,0.15,5.1383767,7.994799,8.5108595,4.7812634,5.620098,5.9217362
0,187,44161.56640625,43588.66,88787.984,217214.25,1.6833333333333333,0.5,0.15,4.923962,7.6802263,8.1215925,4.75357,5.60239,5.857558
0,188,44465.046875,43418.234,88702.07,217378.8,1.7166666666666666,0.5,0.15,4.908854,7.662317,8.086718,4.768555,5.621018,5.8654785
0,189,45633.197265625,43140.91,88429.984,217247.66,1.7166666666666666,0.5,0.15,5.083287,7.9242234,8.385797,4.8221283,5.6716094,5.9389677
0,190,42361.880859375,42925.773,88190.41,217159.34,1.7166666666666666,0.55,0.15,5.2967205,8.244675,8.753924,4.884123,5.7300634,6.0260997
0,191,41725.767578125,42769.434,88046.37,217223.03,1.7166666666666666,0.55,0.15,5.425021,8.439763,8.972471,4.928466,5.7734947,6.082894
0,192,45148.759765625,42605.484,87949.08,217347.38,1.7333333333333334,0.55,0.15,5.468121,8.509543,9.0430355,4.9562573,5.8019953,6.1119733
0,193,41570.478515625,42398.39,87916.08,217540.92,1.7333333333333334,0.55,0.15,5.3672943,8.364458,8.861638,4.9548473,5.8040814,6.093335
0,194,44646.50390625,42214.4,87917.414,217765.58,1.7333333333333334,0.55,0.15,5.247798,8.190727,8.648853,4.9518332,5.806306,6.0731792
0,195,48048.310546875,42072.11,87983.625,218091.66,1.7333333333333334,0.55,0.15,5.084198,7.9499664,8.356262,4.9398785,5.801844,6.037782
0,196,38096.4208984375,41916.695,87940.73,218314.2,1.75,0.55,0.1,5.035018,7.880826,8.261939,4.9488544,5.815446,6.0361114
0,197,45805.484375,41693.89,87722.45,218276.97,1.75,0.55,0.1,5.1773224,8.097166,8.504748,4.99642,5.8612094,6.099195
0,198,43955.201171875,41511.723,87568.95,218314.12,1.7666666666666666,0.55,0.1,5.3009815,8.284531,8.714193,5.0395374,5.902546,6.1548986
0,199,40028.0078125,41352.73,87464.49,218411.62,1.7666666666666666,0.55,0.1,5.3936744,8.424654,8.868749,5.0763493,5.9393916,6.200618
0,200,43073.794921875,41180.16,87426.05,218578.53,1.7833333333333334,0.55,0.1,5.398407,8.429387,8.866689,5.094945,5.960714,6.2177043
0,201,50264.8046875,41010.254,87405.516,218740.84,1.7833333333333334,0.55,0.1,5.4091334,8.439985,8.874292,5.1149273,5.9832582,6.238641
0,202,42174.203125,40818.195,87455.55,218996.34,1.7833333333333334,0.55,0.1,5.2747984,8.233147,8.627538,5.107129,5.9822984,6.2140026
0,203,43525.705078125,40650.902,87496.984,219235.47,1.7833333333333334,0.55,0.1,5.210048,8.129992,8.503291,5.112956,5.9924707,6.211234
0,204,37683.833984375,40484.688,87441.055,219306.45,1.8,0.55,0.1,5.3175116,8.284655,8.683478,5.1530766,6.030753,6.266442
0,205,39101.7998046875,40345.83,87360.64,219397.5,1.8,0.55,0.1,5.431721,8.452323,8.87351,5.1927824,6.0695715,6.3197503
0,206,41600.380859375,40213.227,87307.16,219527.6,1.8,0.6,0.1,5.5064025,8.561748,8.994374,5.224821,6.1015053,6.359509
0,207,38741.69921875,40150.438,87259.86,219659.78,1.8,0.6,0.1,5.6597705,8.79048,9.253872,5.2725787,6.146967,6.424132
0,208,41691.642578125,39976.496,87186.734,219809.66,1.8,0.6,0.1,5.6468687,8.773333,9.221081,5.2863903,6.162491,6.4307923
0,209,43883.421875,39679.297,87093.79,220036.38,1.8166666666666667,0.6,0.1,5.405778,8.418035,8.784674,5.2535596,6.1388884,6.357263
0,210,39714.208984375,39517.832,87174.234,220534.9,1.8166666666666667,0.6,0.05,5.0927777,7.951702,8.217565,5.206986,6.107855,6.260314
0,211,42624.83203125,39489.387,87337.266,221132.7,1.8166666666666667,0.55,0.05,4.856622,7.6002398,7.785291,5.1760845,6.092004,6.1891065
0,212,39954.17578125,39308.375,87203.65,221239.67,1.8166666666666667,0.6,0.05,4.8829956,7.640242,7.81602,5.1962667,6.1153536,6.2057295
0,213,39367.373046875,39094.066,86964.45,221238.4,1.8333333333333333,0.6,0.05,4.967928,7.7697105,7.9478316,5.225621,6.1461024,6.2362585
0,214,39498.4609375,38854.066,86614.234,221000.66,1.85,0.6,0.05,5.2182074,8.144005,8.37108,5.287504,6.201738,6.322306
0,215,38013.279296875,38702.816,86451.875,221018.8,1.85,0.6,0.05,5.337976,8.323032,8.565074,5.3236785,6.2363076,6.3652697
0,216,38047.63671875,38602.16,86312.89,221038.1,1.85,0.65,0.05,5.503477,8.570814,8.840862,5.369073,6.2781115,6.424267
0,217,39649.78515625,38578.41,86276.08,221106.72,1.8666666666666667,0.65,0.05,5.6934977,8.852302,9.163357,5.4230294,6.3275366,6.500103
0,218,35266.6513671875,38401.008,86228.32,221236.3,1.8666666666666667,0.65,0.05,5.6661444,8.810225,9.104026,5.4348497,6.341553,6.5040536
0,219,35469.6982421875,38095.31,86211.7,221526.8,1.8666666666666667,0.65,0.05,5.3792205,8.381188,8.586278,5.394831,6.3124266,6.4185104
0,220,39084.775390625,38033.168,86566.4,222326.05,1.8666666666666667,0.6,0.05,4.937728,7.7181296,7.7975225,5.327932,6.264409,6.2871475
0,221,39852.388671875,38018.3,86787.94,222854.47,1.8666666666666667,0.6,0.0,4.7693624,7.46425,7.4895425,5.313674,6.258544,6.245019
0,222,38976.408203125,37746.867,86568.89,222656.16,1.8833333333333333,0.6,0.0,4.9131327,7.67529,7.730755,5.357407,6.294672,6.303454
0,223,40448.91796875,37499.117,86320.68,222400.83,1.8833333333333333,0.65,0.05,5.117624,7.9792266,8.079368,5.4123616,6.339897,6.380582
0,224,38049.017578125,37333.496,86166.81,222313.08,1.8833333333333333,0.65,0.05,5.279418,8.220522,8.350575,5.4573984,6.377948,6.439559
0,225,38894.37890625,37193.027,86093.984,222391.33,1.8833333333333333,0.65,0.05,5.336609,8.306004,8.437091,5.482338,6.4007096,6.463619
0,226,33161.9404296875,37052.56,86044.47,222506.38,1.9,0.65,0.05,5.3660107,8.347816,8.474312,5.5029387,6.4209414,6.481167
0,227,38037.17578125,36907.86,86034.63,222643.28,1.9,0.65,0.0,5.3657064,8.346289,8.463965,5.5197825,6.4372244,6.493168
0,228,41109.490234375,36756.69,86087.28,222833.34,1.9,0.65,0.0,5.319544,8.2743635,8.376172,5.5299892,6.4472184,6.495309
0,229,39013.1484375,36622.004,86127.08,222912.72,1.9,0.65,0.0,5.354728,8.323402,8.435045,5.557834,6.470669,6.529616
0,230,39986.3046875,36472.617,86229.65,223093.53,1.9166666666666667,0.65,0.0,5.3018584,8.23783,8.338572,5.5700927,6.4825325,6.539064
0,231,39451.291015625,36337.23,86394.445,223446.12,1.9333333333333333,0.6,0.0,5.1466413,7.999652,8.059299,5.561543,6.478532,6.51165
0,232,35382.611328125,36240.38,86551.77,223827.55,1.9333333333333333,0.6,0.0,5.010764,7.79095,7.8108625,5.5550566,6.477675,6.486846
0,233,33256.1201171875,36117.207,86603.625,224042.47,1.9333333333333333,0.6,0.0,4.9788895,7.736684,7.7427077,5.5664754,6.4910345,6.492415
0,234,38504.337890625,35927.73,86451.305,223918.55,1.9333333333333333,0.6,0.0,5.1223693,7.9456444,7.9819655,5.6097565,6.529444,6.552314
0,235,35421.732421875,35800.543,86323.32,223705.6,1.9333333333333333,0.65,0.0,5.3668437,8.304936,8.40299,5.6741915,6.5841255,6.650174
0,236,39022.71875,35719.883,86303.586,223723.0,1.9333333333333333,0.65,0.0,5.499246,8.499235,8.627089,5.718373,6.6238327,6.7110605
0,237,36295.98046875,35575.86,86299.93,223876.05,1.95,0.65,0.0,5.481885,8.473406,8.588529,5.733619,6.639437,6.7204046
0,238,32339.650390625,35374.19,86393.11,224252.8,1.95,0.6,0.0,5.2592945,8.142027,8.191152,5.7114267,6.6245995,6.6657534
0,239,38737.970703125,35282.98,86617.83,224816.84,1.95,0.6,0.0,5.004503,7.7629943,7.7382393,5.684857,6.6075516,6.6033707
0,240,36511.82421875,35186.2,86691.914,225115.47,1.95,0.6,-0.05,4.9267936,7.647176,7.5932603,5.689788,6.6163535,6.595169
0,241,36070.9580078125,35019.484,86566.43,225118.03,1.95,0.6,-0.05,4.985742,7.737375,7.686198,5.7180004,6.6430106,6.6259336
0,242,35710.0341796875,34844.36,86352.16,225003.7,1.9833333333333334,0.6,-0.05,5.115826,7.93646,7.9022355,5.7562556,6.6771536,6.6731086
0,243,39566.572265625,34732.508,86135.984,224752.5,1.9833333333333334,0.65,0.0,5.388177,8.345082,8.369017,5.821622,6.732802,6.7684593
0,244,37085.9755859375,34851.805,86108.92,224666.78,1.9666666666666666,0.65,0.0,5.742363,8.873852,8.979704,5.903026,6.803595,6.8923354
0,245,36604.3544921875,34737.734,86081.69,224843.22,1.9666666666666666,0.65,-0.05,5.75985,8.8998995,8.994316,5.9185567,6.8187575,6.900885
0,246,33688.658203125,34373.52,86026.48,225200.12,1.9833333333333334,0.65,-0.05,5.470235,8.468533,8.469062,5.8754964,6.7837534,6.808213
0,247,35245.974609375,34197.254,86183.12,225935.7,2.0,0.65,-0.05,5.0979033,7.918012,7.7995553,5.8173566,6.7385674,6.687219
0,248,35780.9990234375,34199.285,86437.586,226726.58,1.9833333333333334,0.6,-0.05,4.843287,7.5402575,7.3364077,5.78205,6.7131224,6.6060014
0,249,35235.02734375,34202.76,86613.93,227314.3,1.9833333333333334,0.6,-0.1,4.703189,7.334607,7.0766373,5.768172,6.70437,6.562649
0,250,35552.7734375,33921.664,86292.95,226964.08,2.0,0.65,-0.05,4.8887634,7.6136007,7.3907824,5.8137636,6.739646,6.625149
0,251,35911.7138671875,33690.164,85896.055,226348.53,2.0,0.65,-0.05,5.2561207,8.16426,8.026286,5.893527,6.802086,6.7475944
0,252,34873.0908203125,33632.047,85744.42,226187.12,2.0,0.65,-0.05,5.4717145,8.492511,8.397377,5.9469433,6.8465066,6.8225303
0,253,33583.3994140625,33490.742,85688.414,226394.1,2.0166666666666666,0.65,-0.05,5.426187,8.427836,8.3049755,5.9510403,6.8526535,6.8112817
0,254,31695.2890625,33330.617,85714.95,226829.62,2.0166666666666666,0.65,-0.05,5.233973,8.14254,7.9538865,5.928632,6.839133,6.754838
0,255,32414.4462890625,33221.125,85797.27,227176.75,2.0166666666666666,0.65,-0.1,5.1286874,7.9813223,7.7585435,5.925365,6.841077,6.735818
0,256,31345.6318359375,33104.06,85812.8,227328.47,2.0166666666666666,0.65,-0.1,5.1257367,7.971564,7.743739,5.9412565,6.857573,6.751297
0,257,33545.4462890625,32980.656,85789.94,227390.1,2.0166666666666666,0.65,-0.1,5.1712728,8.033617,7.81309,5.965181,6.879673,6.7810836
0,258,33131.326171875,32866.918,85747.01,227335.38,2.033333333333333,0.65,-0.1,5.279724,8.189356,7.994699,6.001225,6.910207,6.832831
0,259,34502.810546875,32853.383,85719.07,227116.95,2.033333333333333,0.65,-0.1,5.5351157,8.5665455,8.440668,6.06657,6.963168,6.935817
0,260,35402.7646484375,32792.05,85776.32,227189.67,2.033333333333333,0.65,-0.1,5.606974,8.667914,8.561632,6.0983367,6.990049,6.979716
0,261,38407.431640625,32553.04,85853.17,227571.9,2.033333333333333,0.65,-0.1,5.397477,8.350206,8.185364,6.076452,6.97266,6.9288864
0,262,29198.6669921875,32457.938,86225.914,228550.67,2.033333333333333,0.65,-0.1,4.9730806,7.710687,7.429644,6.015221,6.92526,6.8082247
0,263,33048.9267578125,32518.256,86625.93,229383.17,2.033333333333333,0.6,-0.15,4.7303104,7.344332,6.996895,5.988037,6.9050927,6.7469583
0,264,31776.66015625,32589.055,86950.27,230100.8,2.033333333333333,0.6,-0.15,4.566511,7.097299,6.700456,5.9735727,6.8959303,6.7062874
0,265,32225.3388671875,32411.291,86852.65,230063.58,2.033333333333333,0.6,-0.15,4.621783,7.1774874,6.7889724,5.997129,6.91471,6.7340994
0,266,36372.015625,32024.758,86359.61,229208.4,2.066666666666667,0.6,-0.1,4.958567,7.675119,7.3721137,6.0700474,6.9697404,6.8521004
0,267,29403.9580078125,31866.963,86103.555,228665.34,2.066666666666667,0.65,-0.1,5.275945,8.144167,7.9223924,6.1407657,7.025318,6.966717
0,268,34985.814453125,31814.27,86044.26,228562.03,2.066666666666667,0.65,-0.1,5.4400744,8.385332,8.200712,6.183139,7.0604844,7.0303698
0,269,34258.36328125,31736.42,86058.05,228626.8,2.066666666666667,0.65,-0.1,5.4914765,8.4601345,8.284655,6.206637,7.079661,7.0611105
0,270,31880.4716796875,31581.848,86088.05,228888.38,2.066666666666667,0.65,-0.1,5.393202,8.310682,8.102715,6.202719,7.0779533,7.0436983
0,271,32368.109375,31436.545,86222.02,229398.78,2.066666666666667,0.65,-0.15,5.179552,7.9885507,7.71781,6.178842,7.0605674,6.990554
0,272,34564.474609375,31341.164,86324.64,229732.2,2.0833333333333335,0.65,-0.15,5.0892324,7.8509665,7.5519576,6.1783566,7.0616364,6.978592
0,273,32959.232421875,31230.445,86307.7,229789.84,2.0833333333333335,0.65,-0.15,5.126698,7.903988,7.6108027,6.2005434,7.080307,7.0066233
0,274,31698.8583984375,31121.49,86247.17,229807.55,2.0833333333333335,0.65,-0.15,5.1843977,7.9916825,7.705971,6.2254424,7.100976,7.037496
0,275,32103.3857421875,31019.604,86227.06,230006.58,2.0833333333333335,0.65,-0.15,5.157068,7.953172,7.648926,6.233896,7.11003,7.0386534
0,276,32906.1669921875,30915.416,86145.414,230024.66,2.0833333333333335,0.65,-0.15,5.2160664,8.042814,7.7444115,6.2581716,7.131395,7.0685196
0,277,31195.5166015625,30813.053,86141.22,230198.25,2.0833333333333335,0.65,-0.15,5.199757,8.018113,7.70717,6.2685447,7.1406965,7.0746675
0,278,29599.0859375,30713.658,86099.35,230238.6,2.0833333333333335,0.65,-0.15,5.242731,8.084108,7.7776594,6.290462,7.1582656,7.101439
0,279,31346.1044921875,30614.344,86050.45,230365.33,2.1166666666666667,0.65,-0.15,5.2515182,8.099187,7.7834916,6.3036723,7.169535,7.111289
0,280,35161.708984375,30512.549,85994.85,230507.83,2.1166666666666667,0.65,-0.15,5.2566724,8.107712,7.780159,6.315529,7.180896,7.118411
0,281,28191.87890625,30408.287,85991.11,230773.47,2.1166666666666667,0.65,-0.15,5.199527,8.022615,7.667056,6.3157043,7.1831603,7.1052675
0,282,30731.65625,30310.22,86023.734,230966.28,2.1166666666666667,0.65,-0.15,5.1696005,7.9756227,7.607207,6.3235197,7.1901693,7.1081896
0,283,32132.9736328125,30214.385,86047.516,231082.22,2.1166666666666667,0.65,-0.15,5.169745,7.9728117,7.601954,6.337353,7.201604,7.123337
0,284,33102.634765625,30119.63,86075.71,231210.1,2.1166666666666667,0.65,-0.15,5.1702285,7.96884,7.595607,6.3508496,7.2132273,7.138514
0,285,30067.96875,30024.371,86056.5,231281.75,2.1166666666666667,0.65,-0.15,5.1975374,8.007921,7.635976,6.3677764,7.227427,7.1587
0,286,30379.0712890625,29933.229,86111.33,231511.58,2.1333333333333333,0.65,-0.15,5.1479044,7.9313264,7.5412307,6.3714447,7.2314043,7.1566505
0,287,27693.1337890625,29840.246,86127.42,231584.9,2.1333333333333333,0.65,-0.2,5.1649137,7.9526777,7.5646567,6.38701,7.243973,7.1778626
0,288,31360.3466796875,29748.457,86102.34,231684.53,2.1333333333333333,0.65,-0.2,5.1760125,7.9686127,7.5747848,6.399688,7.2552733,7.191106
0,289,32098.7841796875,29663.83,86038.95,231598.58,2.1333333333333333,0.65,-0.2,5.278077,8.117735,7.7468615,6.4299493,7.2796087,7.2367516
0,290,30781.28515625,29575.838,86075.016,231705.8,2.1333333333333333,0.65,-0.2,5.2895064,8.128023,7.7597146,6.4452443,7.2920594,7.256549
0,291,28620.994140625,29491.729,86082.586,231812.38,2.1333333333333333,0.65,-0.2,5.3097415,8.151512,7.785224,6.4610343,7.3058004,7.2758303
0,292,32985.3359375,29392.742,86095.05,232062.4,2.1333333333333333,0.65,-0.2,5.2708325,8.089651,7.7030954,6.464727,7.3105726,7.2701235
0,293,30881.05078125,29299.71,86201.77,232506.67,2.1333333333333333,0.65,-0.2,5.1448374,7.8973227,7.469467,6.4541235,7.3039117,7.239312
0,294,30701.9462890625,29260.596,86411.734,233114.92,2.15,0.6,-0.2,4.9678845,7.62964,7.1490555,6.4351454,7.290658,7.1941233
0,295,32063.4912109375,29293.375,86719.08,233848.97,2.15,0.6,-0.25,4.7802,7.342929,6.8086915,6.4150014,7.2775016,7.147625
0,296,27231.5966796875,29119.463,86565.83,233612.42,2.15,0.6,-0.2,4.903159,7.519243,7.0156555,6.4473977,7.301758,7.197267
0,297,29806.1064453125,28963.729,86349.21,233292.25,2.15,0.6,-0.2,5.0721445,7.7679825,7.3023024,6.4864745,7.3318214,7.256963
0,298,30370.96875,28868.742,86193.8,232990.05,2.15,0.65,-0.2,5.259909,8.043832,7.623976,6.52989,7.365472,7.325862
0,299,25874.7890625,28807.25,86157.445,232932.84,2.15,0.65,-0.2,5.353978,8.178602,7.7806497,6.5571575,7.3868246,7.36643
0,300,33066.9345703125,28699.664,86236.37,233307.45,2.15,0.65,-0.2,5.2442017,8.0111885,7.575906,6.547078,7.378268,7.3371267
0,301,27812.482421875,28617.129,86363.73,233655.66,2.15,0.6,-0.2,5.1487856,7.8641067,7.4018135,6.541997,7.3729415,7.3186884
0,302,29529.2275390625,28556.166,86506.0,234068.66,2.1666666666666665,0.6,-0.25,5.0415244,7.7013083,7.2059774,6.5338063,7.3655777,7.2930536
0,303,30522.8447265625,28466.627,86524.516,234122.08,2.1666666666666665,0.6,-0.25,5.0711904,7.7406936,7.252111,6.5498962,7.3766656,7.3135085
0,304,27326.2900390625,28375.361,86501.39,234063.25,2.1666666666666665,0.6,-0.25,5.1408954,7.8397193,7.3689485,6.5726285,7.393233,7.3475266
0,305,31012.6875,28296.87,86439.4,233925.22,2.183333333333333,0.6,-0.25,5.250958,8.000113,7.556694,6.6028967,7.4162016,7.3941164
0,306,28907.6552734375,28230.85,86454.305,233904.53,2.183333333333333,0.6,-0.25,5.3093066,8.083693,7.657132,6.625243,7.432068,7.426928
0,307,28096.279296875,28164.021,86500.945,233939.05,2.183333333333333,0.6,-0.25,5.3418455,8.129025,7.713931,6.6438856,7.4449234,7.453154
0,308,28020.8115234375,28063.373,86614.45,234331.42,2.183333333333333,0.6,-0.25,5.211671,7.934346,7.4801683,6.6321654,7.434437,7.421365
0,309,30330.73046875,28000.625,86784.64,234837.3,2.183333333333333,0.6,-0.25,5.062213,7.7102003,7.211253,6.617409,7.42223,7.3832483
0,310,30668.990234375,27916.055,86787.51,234877.38,2.183333333333333,0.6,-0.25,5.094948,7.7564497,7.26521,6.6353083,7.4353447,7.4056044
0,311,30406.60546875,27832.426,86714.42,234722.83,2.183333333333333,0.6,-0.25,5.201486,7.914111,7.450886,6.666018,7.4583807,7.4517646
0,312,26926.296875,27758.705,86707.94,234761.03,2.2,0.6,-0.25,5.230258,7.9566717,7.498294,6.6822376,7.469878,7.4715705
0,313,29009.8544921875,27680.861,86739.61,235007.12,2.2,0.6,-0.25,5.174803,7.8737,7.392512,6.682497,7.470193,7.46116
0,314,28136.3251953125,27607.117,86780.16,235185.53,2.2,0.6,-0.25,5.148893,7.8326006,7.3411026,6.6899753,7.476069,7.465043
0,315,29268.423828125,27545.43,86681.18,234942.12,2.2,0.6,-0.25,5.3044944,8.06146,7.610803,6.7291465,7.506901,7.5272703
0,316,29007.748046875,27466.955,86714.66,235100.83,2.2,0.6,-0.25,5.283036,8.026211,7.5671325,6.736761,7.513022,7.531591
0,317,30099.9580078125,27388.045,86827.86,235335.9,2.2,0.6,-0.25,5.228807,7.938611,7.468685,6.739681,7.5138764,7.5301538
0,318,26240.908203125,27328.738,87068.25,235877.05,2.2,0.6,-0.25,5.0606413,7.6813097,7.1693254,6.722809,7.499124,7.492163
0,319,31487.833984375,27285.268,87265.76,236281.3,2.2,0.6,-0.3,4.9682536,7.5353255,7.0012884,6.718993,7.495169,7.4774733
0,320,25469.4697265625,27194.914,87279.94,236277.92,2.2,0.6,-0.3,5.0143633,7.5968466,7.0778303,6.7388783,7.5100174,7.5064745
0,321,28113.0751953125,27097.287,87195.77,235991.97,2.2,0.6,-0.25,5.173218,7.8248796,7.3525825,6.7770486,7.5388517,7.5703287
0,322,28477.9599609375,27100.166,87119.47,235542.5,2.2,0.6,-0.25,5.436325,8.211073,7.817682,6.835374,7.5834684,7.671663
0,323,26645.5791015625,27082.375,87187.41,235504.84,2.2,0.6,-0.25,5.514258,8.32373,7.958599,6.8622293,7.6021714,7.7142744
0,324,29184.6572265625,27038.76,87267.305,235556.28,2.216666666666667,0.6,-0.25,5.5452023,8.366257,8.01556,6.88089,7.614516,7.741111
0,325,28622.421875,26934.926,87361.79,235719.17,2.2333333333333334,0.55,-0.25,5.4930015,8.285242,7.926557,6.8858933,7.6155043,7.742639
0,326,30679.3662109375,26758.033,87681.56,236576.25,2.2333333333333334,0.55,-0.3,5.125892,7.734662,7.2800307,6.83557,7.5702276,7.6409883
0,327,27952.916015625,26731.666,87957.55,237162.78,2.2333333333333334,0.55,-0.3,4.9523287,7.472631,6.9741693,6.819158,7.554418,7.601011
0,328,29255.453125,26686.633,88103.66,237437.22,2.2333333333333334,0.55,-0.3,4.89877,7.3891854,6.8796425,6.8235135,7.555785,7.5995116
0,329,28472.650390625,26580.236,88047.63,237284.25,2.2333333333333334,0.55,-0.3,4.9831614,7.511256,7.027981,6.851346,7.576757,7.6420317
0,330,27808.8212890625,26482.521,87846.45,236831.55,2.2333333333333334,0.55,-0.3,5.1956925,7.8260117,7.401033,6.900717,7.616629,7.723667
0,331,28382.400390625,26450.246,87714.984,236607.28,2.2333333333333334,0.55,-0.3,5.355128,8.062752,7.6753645,6.9391937,7.6499543,7.783686
0,332,24690.376953125,26377.146,87714.58,236732.12,2.2333333333333334,0.55,-0.3,5.3466177,8.047566,7.652478,6.947414,7.6577826,7.7894707
0,333,30138.77734375,26292.975,87724.13,236931.22,2.2333333333333334,0.55,-0.3,5.3047915,7.9834113,7.569429,6.9482055,7.65919,7.7811456
0,334,29690.119140625,26201.754,87788.4,237334.25,2.2333333333333334,0.55,-0.3,5.176992,7.7919374,7.332756,6.933018,7.6481047,7.7427764
0,335,25924.1962890625,26148.346,87914.984,237828.5,2.25,0.55,-0.3,5.037262,7.5820875,7.0757127,6.9164743,7.635783,7.7012177
0,336,27728.0859375,26086.037,87929.31,237977.55,2.25,0.55,-0.3,5.0217752,7.5578413,7.0416245,6.922473,7.6403565,7.7022514
0,337,26502.1591796875,26033.982,87975.41,238215.16,2.25,0.55,-0.3,4.977539,7.491351,6.9559197,6.923005,7.6407766,7.693064
0,338,23677.8955078125,26004.758,88093.945,238562.7,2.25,0.55,-0.35000000000000003,4.901062,7.3746233,6.813249,6.917341,7.635873,7.6740594
0,339,26181.87109375,25944.938,88109.7,238692.28,2.25,0.55,-0.35000000000000003,4.895276,7.3632407,6.7947984,6.9235487,7.6404524,7.677125
0,340,24152.8779296875,25821.07,87918.41,238321.92,2.25,0.55,-0.35000000000000003,5.0544543,7.5972457,7.068733,6.957742,7.6663575,7.7328596
0,341,28320.359375,25761.6,87707.36,237829.92,2.25,0.55,-0.3,5.297517,7.958763,7.4919615,7.0062876,7.7035913,7.8137083
0,342,26991.486328125,25734.945,87635.39,237726.67,2.25,0.55,-0.3,5.4024973,8.116786,7.670592,7.0313153,7.7229195,7.8490286
0,343,27199.2509765625,25650.78,87681.1,237936.05,2.25,0.55,-0.3,5.3564982,8.047164,7.583467,7.0321608,7.721991,7.8400674
0,344,26988.5302734375,25553.43,87884.1,238501.7,2.25,0.55,-0.35000000000000003,5.165855,7.7589784,7.241908,7.0091114,7.701173,7.7878013
0,345,25756.5673828125,25538.387,88186.25,239247.47,2.2666666666666666,0.55,-0.35000000000000003,4.952398,7.436719,6.858545,6.981893,7.67807,7.7269278
0,346,28015.298828125,25474.062,88176.484,239360.53,2.2666666666666666,0.55,-0.35000000000000003,4.9563456,7.442641,6.8582306,6.9911804,7.6852746,7.732335
0,347,24450.8330078125,25381.58,88035.484,239173.55,2.2666666666666666,0.55,-0.35000000000000003,5.055497,7.5885468,7.024957,7.0158596,7.705612,7.7686486
0,348,27985.0029296875,25327.725,87830.45,238642.5,2.2666666666666666,0.55,-0.35000000000000003,5.3009133,7.9501696,7.453959,7.067548,7.747341,7.857746
0,349,28921.4140625,25383.043,87728.22,238302.72,2.2666666666666666,0.55,-0.35000000000000003,5.528289,8.285018,7.848633,7.115501,7.7882032,7.9391046
0,350,25638.029296875,25395.992,87726.516,238258.42,2.2666666666666666,0.55,-0.35000000000000003,5.615506,8.413328,7.9983177,7.139869,7.8084817,7.9758515
0,351,25290.8525390625,25240.764,87795.3,238537.2,2.283333333333333,0.55,-0.35000000000000003,5.488144,8.222151,7.7728744,7.128645,7.79756,7.9467607
0,352,28668.75390625,25079.861,88063.08,239288.3,2.283333333333333,0.55,-0.35000000000000003,5.18714,7.767804,7.238694,7.088005,7.762887,7.863204
0,353,26225.90625,25047.229,88341.664,239916.67,2.283333333333333,0.5,-0.35000000000000003,5.0052905,7.489891,6.9127893,7.067334,7.7454667,7.816213
0,354,26789.4326171875,25040.686,88588.41,240429.6,2.2666666666666666,0.5,-0.35000000000000003,4.889232,7.3077936,6.700971,7.057367,7.736722,7.7895403
0,355,25800.70703125,24966.377,88603.695,240459.0,2.283333333333333,0.5,-0.35000000000000003,4.9231863,7.3511977,6.7540236,7.0711865,7.746038,7.807364
0,356,27123.763671875,24857.184,88397.0,240075.84,2.283333333333333,0.5,-0.35000000000000003,5.0933075,7.6016073,7.0460334,7.106396,7.7731323,7.863884
0,357,26961.8017578125,24797.072,88269.25,239903.08,2.283333333333333,0.55,-0.35000000000000003,5.206006,7.768171,7.2355127,7.131889,7.793252,7.900361
0,358,28197.19921875,24762.97,88184.8,239750.58,2.283333333333333,0.55,-0.35000000000000003,5.3163013,7.931793,7.4240823,7.157531,7.812818,7.938205
0,359,24875.25390625,24711.715,88208.9,239820.33,2.3,0.55,-0.35000000000000003,5.3257933,7.9449058,7.438447,7.1673584,7.817894,7.9472237
0,360,24215.3154296875,24659.6,88252.02,239897.67,2.3,0.55,-0.35000000000000003,5.3310447,7.9510207,7.446962,7.178111,7.8237166,7.9584618
0,361,24207.4697265625,24577.396,88397.2,240330.53,2.3,0.5,-0.35000000000000003,5.187788,7.736341,7.1910353,7.162605,7.809081,7.9193916
0,362,25356.041015625,24528.467,88557.11,240688.58,2.3,0.5,-0.4,5.0877504,7.5856185,7.014125,7.1557574,7.8015413,7.897086
